"Type","Subpopulation","Indicator","Response","TypePlainLanguage","SubpopulationPlainLanguage","SubpopulationFlag","IndicatorPlainLanguage","Category","CategoryConditionPlainLanguage","MetricCategory","ID1Risk","ID2Condition","Estimate.P.T3.Status.AttRisk","LCB95.P.T3.Status.AttRisk","UCB95.P.T3.Status.AttRisk","Estimate.Ratio.T3.Status.RelRisk","LCB95.Ratio.T3.Status.RelRisk","UCB95.Ratio.T3.Status.RelRisk","Count.NResp.T3.Status.Condition","Estimate.P.T3.Status.Condition","StdError.P.T3.Status.Condition","LCB95.P.T3.Status.Condition","UCB95.P.T3.Status.Condition","Estimate.U.T3.Status.Condition","StdError.U.T3.Status.Condition","LCB95.U.T3.Status.Condition","UCB95.U.T3.Status.Condition","CI95.P.T3.Status.Condition","NationalRef.Estimate.P.T3.Status.Condition","NationalRef.LCB95.P.T3.Status.Condition","NationalRef.UCB95.P.T3.Status.Condition","NationalRef.LCB95.U.T3.Status.Condition","NationalRef.UCB95.U.T3.Status.Condition"
"Std_Fed_Regions","Region_1","Total_Phosphorus","Fish_MMI","EPA Regions","EPA Region 1","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Std_Fed_Regions-Region_1-Total_Phosphorus-Fish_MMI","Std_Fed_Regions-Region_1-Total_Phosphorus",0.0108179494421762,-0.473245138632698,0.335832779292998,1.02816271586808,0.372307855292625,2.83936681773837,50,40.3516116,9.269425829,22.18387081,58.51935238,21796.45649,7620.822705,6859.918454,36732.99452,36.33548157,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Std_Fed_Regions","Region_2","Total_Phosphorus","Fish_MMI","EPA Regions","EPA Region 2","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Std_Fed_Regions-Region_2-Total_Phosphorus-Fish_MMI","Std_Fed_Regions-Region_2-Total_Phosphorus",0.472362142572582,0.0506717553870113,0.706738201280325,2.20901213858675,1.10323241604398,4.42312477176983,71,75.25866251,5.331636329,64.80884733,85.7084777,38387.10572,4665.590362,29242.71665,47531.4948,20.89963037,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Std_Fed_Regions","Region_3","Total_Phosphorus","Fish_MMI","EPA Regions","EPA Region 3","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Std_Fed_Regions-Region_3-Total_Phosphorus-Fish_MMI","Std_Fed_Regions-Region_3-Total_Phosphorus",-0.246439700964707,-0.904029232438213,0.184039876241027,0.699366984872011,0.339265000837866,1.44168770230064,82,66.24491138,5.571077333,55.32580045,77.16402231,92892.21742,14403.5958,64661.68841,121122.7464,21.83822186,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Std_Fed_Regions","Region_4","Total_Phosphorus","Fish_MMI","EPA Regions","EPA Region 4","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Std_Fed_Regions-Region_4-Total_Phosphorus-Fish_MMI","Std_Fed_Regions-Region_4-Total_Phosphorus",-0.01574271631852,-0.283704963652809,0.196284742236793,0.975360620585535,0.669457357259722,1.42104396922764,137,65.50516099,4.019013354,57.62803956,73.38228242,162492.2948,14348.62448,134369.5076,190615.082,15.75424286,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Std_Fed_Regions","Region_5","Total_Phosphorus","Fish_MMI","EPA Regions","EPA Region 5","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Std_Fed_Regions-Region_5-Total_Phosphorus-Fish_MMI","Std_Fed_Regions-Region_5-Total_Phosphorus",0.203821266766499,-0.0449878542255766,0.393389528222722,1.47450079242709,0.969770618345978,2.24192458065631,184,54.66885482,3.63517051,47.54405154,61.79365809,126181.4753,10744.53512,105122.5734,147240.3771,14.24960655,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Std_Fed_Regions","Region_6","Total_Phosphorus","Fish_MMI","EPA Regions","EPA Region 6","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Std_Fed_Regions-Region_6-Total_Phosphorus-Fish_MMI","Std_Fed_Regions-Region_6-Total_Phosphorus",0.419900639467232,0.154092858289364,0.602184150603093,2.28500458227002,1.30882845007451,3.98925156363905,107,56.89304709,6.314604459,44.51664977,69.2694444,71157.92625,11583.7038,48454.284,93861.5685,24.75279463,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Std_Fed_Regions","Region_7","Total_Phosphorus","Fish_MMI","EPA Regions","EPA Region 7","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Std_Fed_Regions-Region_7-Total_Phosphorus-Fish_MMI","Std_Fed_Regions-Region_7-Total_Phosphorus",0.125039563043349,-0.391944456836065,0.450009831585158,1.2194005567072,0.625502625102149,2.37718861284556,127,66.15556301,4.631752748,57.07749443,75.23363158,68872.60371,6897.759007,55353.24448,82391.96293,18.15613715,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Std_Fed_Regions","Region_8","Total_Phosphorus","Fish_MMI","EPA Regions","EPA Region 8","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Std_Fed_Regions-Region_8-Total_Phosphorus-Fish_MMI","Std_Fed_Regions-Region_8-Total_Phosphorus",0.125392604728885,-0.11374426432431,0.313183357826763,1.27350492456324,0.849539221576544,1.90905228586988,164,48.0951633,4.213968406,39.83593699,56.35438961,61696.76244,7305.169552,47378.89322,76014.63167,16.51845262,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Std_Fed_Regions","Region_9","Total_Phosphorus","Fish_MMI","EPA Regions","EPA Region 9","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Std_Fed_Regions-Region_9-Total_Phosphorus-Fish_MMI","Std_Fed_Regions-Region_9-Total_Phosphorus",0.126327895870937,-0.0485200477070202,0.272018739934872,2.05383379285447,0.951387685709558,4.4337690218525,38,28.82284325,8.347803968,12.46144812,45.18423838,7497.912206,2824.698888,1961.604119,13034.22029,32.72279026,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Std_Fed_Regions","Region_10","Total_Phosphorus","Fish_MMI","EPA Regions","EPA Region 10","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Std_Fed_Regions-Region_10-Total_Phosphorus-Fish_MMI","Std_Fed_Regions-Region_10-Total_Phosphorus",-0.450265217973131,-0.932610023947839,-0.0883050260529024,0.424480975984985,0.193369963386314,0.93181017267503,93,54.34961617,5.285442082,43.99034005,64.7088923,55779.5974,7302.363237,41467.22846,70091.96635,20.71855225,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Land_Owner","BLM","Total_Phosphorus","Fish_MMI","Land Owner","Bureau of Land Management","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Land_Owner-BLM-Total_Phosphorus-Fish_MMI","Land_Owner-BLM-Total_Phosphorus",-0.292511190253168,-1.86625825988163,0.417154692473996,0.729311371135443,0.27181105605993,1.95685592697225,28,83.08713104,5.334610072,72.63148743,93.54277465,15605.52957,3828.840934,8101.139234,23109.9199,20.91128722,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Land_Owner","Native American","Total_Phosphorus","Fish_MMI","Land Owner","Native American","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Land_Owner-Native American-Total_Phosphorus-Fish_MMI","Land_Owner-Native American-Total_Phosphorus",-0.450198150419218,-1.03350931111055,-0.0342095135678437,0.599051269390427,0.372357608693612,0.963757460515775,15,68.73044368,9.915594268,49.29623603,88.16465133,2487.048409,497.6330933,1511.705469,3462.39135,38.8684153,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Land_Owner","NPS","Total_Phosphorus","Fish_MMI","Land Owner","National Park Service","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Land_Owner-NPS-Total_Phosphorus-Fish_MMI","Land_Owner-NPS-Total_Phosphorus",-0.83731589217453,-2.80743086607157,0.113383852161683,0.181813730622991,0.0617171910329133,0.535608184523838,15,49.68486349,12.55588143,25.0757881,74.29393888,5776.829841,1845.928443,2158.876576,9394.783107,49.21815078,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Land_Owner","USFS","Total_Phosphorus","Fish_MMI","Land Owner","US Forest Service","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Land_Owner-USFS-Total_Phosphorus-Fish_MMI","Land_Owner-USFS-Total_Phosphorus",0.10707801696565,-0.17445920908994,0.321126130550067,1.35402361685896,0.699812612626074,2.61981553623619,53,36.26590322,5.388141967,25.70533902,46.82646742,52241.77556,9277.737853,34057.74351,70425.80761,21.1211284,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Mississippi_Basins","Arkansas-White-Red Region","Total_Phosphorus","Fish_MMI","Mississippi River Basin","Arkansas-White-Red","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Mississippi_Basins-Arkansas-White-Red Region-Total_Phosphorus-Fish_MMI","Mississippi_Basins-Arkansas-White-Red Region-Total_Phosphorus",0.47471617788269,0.213412571782721,0.649214971050934,2.96006720177137,1.72810003134461,5.070307088754,52,45.21438486,5.561880315,34.31329975,56.11546996,22878.37366,3384.873977,16244.14257,29512.60474,21.80217021,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Mississippi_Basins","Upper Mississippi Region","Total_Phosphorus","Fish_MMI","Mississippi River Basin","Upper Mississippi","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Mississippi_Basins-Upper Mississippi Region-Total_Phosphorus-Fish_MMI","Mississippi_Basins-Upper Mississippi Region-Total_Phosphorus",-0.212893315744128,-0.62574436855363,0.0951159211545779,0.719847977641424,0.420746904052635,1.2315743881258,130,65.34086827,4.740041706,56.05055724,74.63117929,75914.42904,7789.276066,60647.72848,91181.12959,18.58062205,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Mississippi_Basins","Lower Mississippi Region","Total_Phosphorus","Fish_MMI","Mississippi River Basin","Lower Mississippi","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Mississippi_Basins-Lower Mississippi Region-Total_Phosphorus-Fish_MMI","Mississippi_Basins-Lower Mississippi Region-Total_Phosphorus",0.932884626553503,0.744164829426175,0.98239306447679,23.8523720687292,5.23186110001652,108.744410913986,46,63.08555849,9.932083375,43.61903279,82.5520842,43534.5565,8223.210148,27417.36078,59651.75223,38.93305141,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Mississippi_Basins","Upper Missouri Region","Total_Phosphorus","Fish_MMI","Mississippi River Basin","Upper Missouri","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Mississippi_Basins-Upper Missouri Region-Total_Phosphorus-Fish_MMI","Mississippi_Basins-Upper Missouri Region-Total_Phosphorus",0.0903987941186984,-0.337836590392483,0.381557987214275,1.18277031359264,0.630133851934468,2.2200769097254,114,50.09950649,5.647763845,39.03009276,61.16892022,30190.08369,3666.291211,23004.28496,37375.88242,22.13882746,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Mississippi_Basins","Lower Missouri Region","Total_Phosphorus","Fish_MMI","Mississippi River Basin","Lower Missouri","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Mississippi_Basins-Lower Missouri Region-Total_Phosphorus-Fish_MMI","Mississippi_Basins-Lower Missouri Region-Total_Phosphorus",0.473866911480359,-0.0537501766891231,0.737303933172309,2.18394558910289,0.981390707484305,4.86006062599513,86,74.47429525,4.527405379,65.60074376,83.34784673,51264.93817,6099.513689,39310.11101,63219.76532,17.74710297,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Mississippi_Basins","Ohio Region","Total_Phosphorus","Fish_MMI","Mississippi River Basin","Ohio","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Mississippi_Basins-Ohio Region-Total_Phosphorus-Fish_MMI","Mississippi_Basins-Ohio Region-Total_Phosphorus",0.504509156370349,0.118171125374238,0.721588640171241,2.48884440184037,1.22956435583804,5.03783834263008,93,71.17763788,4.291928055,62.76561347,79.58966229,107675.6905,13617.0166,80986.82838,134364.5526,16.82404882,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Mississippi_Basins","Tennessee Region","Total_Phosphorus","Fish_MMI","Mississippi River Basin","Tennessee","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Mississippi_Basins-Tennessee Region-Total_Phosphorus-Fish_MMI","Mississippi_Basins-Tennessee Region-Total_Phosphorus",0,NA,NA,NA,NA,NA,23,58.65840974,10.2961506,38.47832538,78.8384941,23070.04236,4172.421982,14892.24555,31247.83917,40.36016872,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Stream_Size","SmallStreams","Total_Phosphorus","Fish_MMI","Stream Size","Small Streams","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Stream_Size-SmallStreams-Total_Phosphorus-Fish_MMI","Stream_Size-SmallStreams-Total_Phosphorus",0.0588006097799622,-0.1098401431283,0.201816317750399,1.10498624543948,0.846747251327271,1.44198236332805,268,59.97219588,2.455168349,55.16015434,64.78423742,447456.3079,24441.20227,399552.4317,495360.1841,9.62408308,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Stream_Size","LargeStreams","Total_Phosphorus","Fish_MMI","Stream Size","Large Streams","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Stream_Size-LargeStreams-Total_Phosphorus-Fish_MMI","Stream_Size-LargeStreams-Total_Phosphorus",0.18609631263419,-0.00916770983620907,0.343578667994463,1.43355761468345,1.01713077235051,2.02047513503868,243,53.27373153,2.665871383,48.04871963,58.49874342,166957.2022,9182.636288,148959.5658,184954.8386,10.45002379,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Stream_Size","RiversMajor","Total_Phosphorus","Fish_MMI","Stream Size","Major Rivers","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Stream_Size-RiversMajor-Total_Phosphorus-Fish_MMI","Stream_Size-RiversMajor-Total_Phosphorus",0.120739737090892,0.0128601031974634,0.21682973970037,1.23149232728686,1.0289611463697,1.47388786983557,259,57.17872402,2.123441117,53.01685591,61.34059213,35904.38448,1431.656283,33098.38973,38710.37923,8.32373622,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"Stream_Size","RiversOther","Total_Phosphorus","Fish_MMI","Stream Size","Other Rivers","Keep","Phosphorus (Total)","Poor","Most Disturbed","Chemical","Stream_Size-RiversOther-Total_Phosphorus-Fish_MMI","Stream_Size-RiversOther-Total_Phosphorus",0.421693434724972,0.294974091263425,0.525636605270972,2.15505845409609,1.66741942836837,2.78530816035628,283,64.18292892,2.21810028,59.83553226,68.53032559,56436.45718,2357.92904,51815.00118,61057.91317,8.69479333,58.39858463,55.11370559,61.68346367,647790.2452,765718.4583
"National","National","Total_Nitrogen","Fish_MMI","National","National","Keep","Nitrogen (Total)","Poor","Most Disturbed","Chemical","National-National-Total_Nitrogen-Fish_MMI","National-National-Total_Nitrogen",0.168270656614549,0.0877903043426145,0.241650572295369,1.45397358238732,1.22501719143652,1.72572204950136,846,43.19821971,1.720367809,39.82636077,46.57007866,522795.7144,26067.18131,471704.9778,573886.4509,6.74371789,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509
"WSA3_Ecoregions","Eastern Highlands","Total_Nitrogen","Fish_MMI","WSA3 Ecoregions","Eastern Highlands","Keep","Nitrogen (Total)","Poor","Most Disturbed","Chemical","WSA3_Ecoregions-Eastern Highlands-Total_Nitrogen-Fish_MMI","WSA3_Ecoregions-Eastern Highlands-Total_Nitrogen",0.200363255406387,0.0309484436415539,0.340160057420356,1.5477309558836,1.09542350592547,2.18679907710811,274,44.45159145,3.339262686,37.90675685,50.99642605,189996.4098,17585.93405,155528.6124,224464.2072,13.0896692,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509
"WSA3_Ecoregions","Plains and Lowlands","Total_Nitrogen","Fish_MMI","WSA3 Ecoregions","Plains & Lowlands","Keep","Nitrogen (Total)","Poor","Most Disturbed","Chemical","WSA3_Ecoregions-Plains and Lowlands-Total_Nitrogen-Fish_MMI","WSA3_Ecoregions-Plains and Lowlands-Total_Nitrogen",0.172241555516343,0.0527611057268915,0.276651279253267,1.40685703838795,1.12374003846438,1.76130302268699,457,51.37835628,2.41514353,46.64476194,56.11195062,283735.5181,18472.01692,247531.0302,319940.006,9.46718868,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509
"WSA3_Ecoregions","West","Total_Nitrogen","Fish_MMI","WSA3 Ecoregions","Western Mountains & Xeric","Keep","Nitrogen (Total)","Poor","Most Disturbed","Chemical","WSA3_Ecoregions-West-Total_Nitrogen-Fish_MMI","WSA3_Ecoregions-West-Total_Nitrogen",0.111071645811353,0.0189499277190069,0.194543029752503,1.61269586519216,1.16709610762905,2.2284265508274,115,21.28075003,2.323590005,16.7265973,25.83490275,49063.78646,5381.461464,38516.31581,59611.25712,9.10830545,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509
"WSA9_Ecoregions","Coastal Plains","Total_Nitrogen","Fish_MMI","WSA9 Ecoregions","Coastal Plains","Keep","Nitrogen (Total)","Poor","Most Disturbed","Chemical","WSA9_Ecoregions-Coastal Plains-Total_Nitrogen-Fish_MMI","WSA9_Ecoregions-Coastal Plains-Total_Nitrogen",0.1755710590645,0.0388811318488779,0.29282100146518,1.52888691895668,1.13352577602042,2.06214561715862,79,41.10671003,5.224738018,30.86641169,51.34700837,81729.9685,13720.61756,54838.05225,108621.8848,20.48059668,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509
"WSA9_Ecoregions","Northern Appalachians","Total_Nitrogen","Fish_MMI","WSA9 Ecoregions","Northern Appalachians","Keep","Nitrogen (Total)","Poor","Most Disturbed","Chemical","WSA9_Ecoregions-Northern Appalachians-Total_Nitrogen-Fish_MMI","WSA9_Ecoregions-Northern Appalachians-Total_Nitrogen",0.321712824183638,0.0699270355237113,0.505336129046609,2.1266822199491,1.2832555721866,3.52445558209505,134,44.20824948,4.566280325,35.2585045,53.15799446,61043.50944,6141.022776,49007.32597,73079.69291,17.89948996,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509
"WSA9_Ecoregions","Northern Plains","Total_Nitrogen","Fish_MMI","WSA9 Ecoregions","Northern Plains","Keep","Nitrogen (Total)","Poor","Most Disturbed","Chemical","WSA9_Ecoregions-Northern Plains-Total_Nitrogen-Fish_MMI","WSA9_Ecoregions-Northern Plains-Total_Nitrogen",0.442560636174919,0.253779546598779,0.583583319211655,3.52903066831295,2.2768213513199,5.46993177601466,67,34.32378055,3.205718381,28.04068798,40.60687312,9304.395882,954.5793152,7433.454804,11175.33696,12.56618514,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509
"WSA9_Ecoregions","Southern Appalachians","Total_Nitrogen","Fish_MMI","WSA9 Ecoregions","Southern Appalachians","Keep","Nitrogen (Total)","Poor","Most Disturbed","Chemical","WSA9_Ecoregions-Southern Appalachians-Total_Nitrogen-Fish_MMI","WSA9_Ecoregions-Southern Appalachians-Total_Nitrogen",0.114566841338081,-0.12729531429446,0.304537268525151,1.27105396670855,0.805547081210407,2.00556643301096,140,44.56772093,4.464935334,35.81660849,53.31883338,128952.9004,16535.29758,96544.31266,161361.4881,17.50222489,43.19821971,39.82636077,46.57007866,471704.9778,573886.4509
