Survey_1,Survey_2,Type,Subpopulation,Indicator,Category,DiffEst.P,StdError.P,LCB95Pct.P,UCB95Pct.P,DiffEst.UP,NResp_1,Estimate.P_1,StdError.P_1,LCB95Pct.P_1,UCB95Pct.P_1,Estimate.U_1,StdError.U_1,LCB95Pct.U_1,UCB95Pct.U_1,NResp_2,Estimate.P_2,StdError.P_2,LCB95Pct.P_2,UCB95Pct.P_2,Estimate.U_2,StdError.U_2,LCB95Pct.U_2,UCB95Pct.U_2
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,Plains and Lowlands,Phosphorus_Conc_Class,< 10,-2.091379692,1.016108932,-4.082916604,-0.09984278,-7769.881482,13,2.369732886,0.993650915,0.42221288,4.317252892,8566.937472,3618.005508,1475.776981,15658.09796,2,0.278353194,0.20417678,0,0.678532328,1034.136141,756.9823411,0,2517.794266
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,Plains and Lowlands,Phosphorus_Conc_Class,10 - 100,-4.55411258,3.856090235,-12.11191056,3.003685402,-16919.41216,276,54.5616838,3.003950597,48.67404882,60.44931878,197248.6166,15082.2097,167688.0288,226809.2044,232,50.00757122,2.824471332,44.47170913,55.5434333,185787.8332,13723.59308,158890.0851,212685.5814
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,Plains and Lowlands,Phosphorus_Conc_Class,100 - 1000,8.577333588,3.801605778,1.126323179,16.028344,31866.45909,244,38.62909253,2.892578897,32.95974207,44.29844299,139649.9252,11169.47021,117758.1659,161541.6845,258,47.20642611,2.836255046,41.64746837,52.76538386,175381.0355,12754.08411,150383.49,200378.581
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,Plains and Lowlands,Phosphorus_Conc_Class,> 1000,-1.545022845,0.975118725,-3.456220426,0.366174735,-5740.059751,29,4.052672319,1.016522834,2.060324176,6.045020463,14651.01428,3666.6537,7464.505085,21837.52348,18,2.507649474,0.799758763,0.940151103,4.075147845,9316.404515,2985.344706,3465.236409,15167.57262
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,Plains and Lowlands,Phosphorus_Conc_Class,Not Assessed,-0.38681847,0.238256922,-0.853793456,0,-1437.105693,4,0.38681847,0.238256922,0,0.853793456,1398.406403,861.0600114,0,3086.053014,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,West,Phosphorus_Conc_Class,< 10,-19.70110897,3.575209841,-26.70839149,-12.69382644,-40826.32942,35,22.71202978,3.660209597,15.53815079,29.88590876,46810.725,8003.895899,31123.3773,62498.0727,12,3.010920811,0.839350429,1.365824201,4.656017422,6239.488604,1707.82526,2892.212603,9586.764606
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,West,Phosphorus_Conc_Class,10 - 100,12.4012372,4.602543705,3.380417303,21.4220571,25698.90843,176,65.27211694,3.998023952,57.43613398,73.10809989,134529.3726,11033.83391,112903.4555,156155.2897,198,77.67335414,3.070360097,71.65555893,83.69114935,160961.393,11130.78708,139145.4512,182777.3348
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,West,Phosphorus_Conc_Class,100 - 1000,8.321491598,3.128105687,2.190517112,14.45246609,17244.50932,53,10.79575206,1.984695242,6.905820861,14.68568325,22250.63042,4091.367349,14231.69777,30269.56307,73,19.11724365,2.964955211,13.30603822,24.92844908,39616.39359,6543.862733,26790.65831,52442.12887
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,West,Phosphorus_Conc_Class,> 1000,-0.738824743,0.684605897,-2.080627646,0.602978159,-1531.056064,2,0.937306139,0.663353248,0,2.237454613,1931.83878,1367.683122,0,4612.448441,1,0.198481395,0.169256324,0,0.530217694,411.3101876,350.3044661,0,1097.894325
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,West,Phosphorus_Conc_Class,Not Assessed,-0.282795091,0.250907722,-0.774565189,0,-586.0322675,1,0.282795091,0.250907722,0,0.774565189,582.8560188,512.6410741,0,1587.614061,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,< 10,-2.224426,2.431860423,-6.990784845,2.541932845,-2496.676511,1,2.947581984,2.340611194,0,7.535095626,3000.962449,2400.212984,0,7705.293453,1,0.723155984,0.659912387,0,2.016560496,811.6640246,734.0446337,0,2250.36507
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,10 - 100,0.53114696,8.97083091,-17.05135853,18.11365246,596.1547564,50,61.06261475,6.43632742,48.44764482,73.67758469,62168.45363,10572.48439,41446.765,82890.14227,42,61.59376171,6.527874385,48.79936302,74.3881604,69132.30564,11370.71538,46846.11302,91418.49826
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,100 - 1000,1.970338778,8.621930524,-14.92833453,18.86901208,2211.49121,39,32.90917896,6.078694361,20.99515694,44.82320098,33505.16146,5729.068543,22276.39345,44733.92947,31,34.87951774,6.477675441,22.18350717,47.57552831,39148.46916,8284.042289,22912.04463,55384.8937
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,> 1000,-0.277059738,0.77273084,-1.791584355,1.237464878,-310.9694552,3,3.080624303,2.050932121,0,7.100377394,3136.414154,2092.313705,0,7237.27366,1,2.803564565,2.315281847,0,7.341433598,3146.69663,2623.203517,0,8288.081046
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,< 10,-17.97584388,4.001663048,-25.81895933,-10.13272842,-18956.85857,21,19.47842938,3.850452719,11.93168073,27.02517804,20385.7681,4185.458969,12182.41927,28589.11694,3,1.502585504,1.089642605,0,3.638245766,1584.587688,1135.018211,0,3809.182504
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,10 - 100,9.319982628,5.691531399,-1.835213931,20.47517919,9828.611874,62,72.20426029,4.339440032,63.69911412,80.70940647,75567.65885,8018.168428,59852.33751,91282.98019,100,81.52424292,3.569896279,74.52737478,88.52111106,85973.35145,9072.270546,68192.02792,103754.675
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,100 - 1000,8.892563887,4.013252433,1.026733658,16.75839412,9377.867159,9,8.080607688,2.641377021,2.903603857,13.25761152,8457.016284,2715.284367,3135.156717,13778.87585,22,16.97317158,3.336965943,10.43283851,23.51350464,17899.46638,3256.213508,11517.40517,24281.52758
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,> 1000,-0.236702638,0.212093161,-0.652397595,0,-249.6204609,1,0.236702638,0.212093161,0,0.652397595,247.7286539,219.8163256,0,678.5607353,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,< 10,-2.13240957,1.654745512,-5.375651177,1.110832037,-457.4176668,5,3.169539755,1.358122053,0.507669445,5.831410065,760.6730775,305.5785804,161.7500655,1359.596089,1,1.037130185,0.862841244,0,2.728267947,222.472116,184.934394,0,584.9368678
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,10 - 100,-2.332958751,5.986645269,-14.06656787,9.400650365,-500.4369534,79,57.84703653,4.938934416,48.16690295,67.52717011,13882.98829,1293.267755,11348.23007,16417.74651,70,55.51407778,3.732989984,48.19755185,62.8306037,11908.18138,1059.915665,9830.784847,13985.57791
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,100 - 1000,10.30117615,5.7760673,-1.019707735,21.62206003,2209.678677,55,31.03943383,4.595272698,22.03286484,40.04600282,7449.302889,1315.41119,4871.144332,10027.46145,62,41.34060997,3.712403558,34.0644327,48.61678724,8867.867423,839.4983332,7222.480925,10513.25392
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,> 1000,-1.642986888,1.379303731,-4.346372523,1.060398748,-352.4328719,6,3.751168953,1.334598609,1.135403747,6.36693416,900.2610639,320.4457636,272.1989082,1528.32322,5,2.108182066,0.902896724,0.338537005,3.877827126,452.2206874,192.2931143,75.33310896,829.1082659
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,Not Assessed,-4.192820936,3.315193177,-10.69048017,0,-899.391185,2,4.192820936,3.315193177,0,10.69048017,1006.255246,814.280336,0,2602.215378,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,< 10,-10.90666876,3.208714125,-17.19563288,-4.617704635,-23626.39092,21,13.12339717,3.046729213,7.15191764,19.0948767,27164.95119,6481.116742,14462.1958,39867.70659,2,2.21672841,1.360519305,0,4.883297249,4801.951277,2945.871766,0,10575.75384
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,10 - 100,5.650832729,5.678987682,-5.479778596,16.78144405,12241.023,121,71.38584952,3.939504692,63.66456221,79.10713684,147766.0924,13228.45855,121838.7901,173693.3947,110,77.03668225,4.746649844,67.73341951,86.33994499,166879.4396,12638.90835,142107.6344,191651.2448
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,100 - 1000,6.869484889,4.80191403,-2.542093666,16.28106345,14880.9081,22,13.21746433,2.635693799,8.051599413,18.38332925,27359.66678,5619.315607,16346.01057,38373.32299,20,20.08694922,4.615014531,11.04168695,29.13221149,43513.02174,11436.76771,21097.36892,65928.67456
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,> 1000,-1.220786711,0.936645183,-3.056577537,0.615004115,-2644.509035,3,1.880426825,1.014252494,0,3.868325184,3892.414614,2075.674891,0,7960.662643,1,0.659640114,0.52964078,0,1.697716968,1428.934493,1144.054028,0,3671.239184
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,Not Assessed,-0.39286215,0.359499552,-1.097468324,0,-851.0311379,1,0.39286215,0.359499552,0,1.097468324,813.2102521,738.0050539,0,2259.673578,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,10 - 100,-13.99572899,6.305828662,-26.35492606,-1.636531917,-4845.531717,53,40.70353443,5.574422045,29.77786798,51.62920087,16455.7377,2615.269009,11329.90464,21581.57077,39,26.70780544,4.363549253,18.15540606,35.26020482,9246.643634,1115.553456,7060.199037,11433.08823
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,100 - 1000,17.92608783,6.618854117,4.953372145,30.89880352,6206.281019,68,48.28210503,5.67129558,37.16656994,59.39764011,19519.62323,3383.924068,12887.25393,26151.99253,65,66.20819286,5.203669054,56.00918893,76.40719679,22922.27141,4034.571181,15014.6572,30829.88562
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,> 1000,-0.454410669,2.983832506,-6.302614916,5.393793579,-157.3238028,13,7.538412369,2.467339554,2.702515705,12.37430903,3047.650244,985.5793056,1115.950302,4979.350187,8,7.0840017,2.431924965,2.317516356,11.85048705,2452.587854,822.7428497,840.0415001,4065.134208
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,< 10,-2.505955922,1.070086018,-4.603285977,-0.408625867,-867.5996022,5,2.505955922,1.070086018,0.408625867,4.603285977,1013.114805,410.7644854,208.0312076,1818.198403,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,Not Assessed,-0.969992256,0.698474221,-2.338976573,0,-335.825897,2,0.969992256,0.698474221,0,2.338976573,392.1511574,279.9652676,0,940.8729988,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Temporate Plains,Phosphorus_Conc_Class,10 - 100,-15.84192389,6.425032885,-28.43475694,-3.249090835,-21069.48124,37,47.8993476,5.274417988,37.56167831,58.2370169,55692.91153,8099.573817,39818.03855,71567.7845,35,32.05742371,4.267112331,23.69403723,40.4208102,42635.81193,5927.35694,31018.4058,54253.21806
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Temporate Plains,Phosphorus_Conc_Class,100 - 1000,16.28225972,6.519577467,3.50412269,29.06039675,21655.12018,59,49.20547269,5.216812845,38.9807074,59.43023798,57211.55244,6459.434358,44551.29374,69871.81114,78,65.48773241,4.373959856,56.91492863,74.0605362,87097.53684,7963.342362,71489.67261,102705.4011
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Temporate Plains,Phosphorus_Conc_Class,> 1000,-0.440335831,1.843262059,-4.05306308,3.172391419,-585.6389405,4,2.895179702,1.408352072,0.134860364,5.655499041,3366.245995,1621.341669,188.4747177,6544.017272,4,2.454843872,1.172421496,0.156939965,4.752747779,3264.899343,1549.904753,227.141849,6302.656838
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Upper Midwest,Phosphorus_Conc_Class,10 - 100,13.21315517,7.46535521,-1.418672173,27.84498251,9276.927352,57,62.08246556,6.726738364,48.89830063,75.26663048,49048.52545,6029.285493,37231.34304,60865.70787,46,75.29562073,4.457494436,66.55909217,84.03214928,52864.89066,4802.402698,43452.35433,62277.42699
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Upper Midwest,Phosphorus_Conc_Class,100 - 1000,-3.096598763,7.361331841,-17.52454405,11.33134652,-2174.11522,23,27.80097804,6.30098316,15.45127797,40.1506781,21964.28519,5807.019617,10582.73589,33345.8345,22,24.70437927,4.457494436,15.96785072,33.44090783,17344.89067,3283.109006,10910.11526,23779.66608
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Upper Midwest,Phosphorus_Conc_Class,< 10,-4.799906324,3.288949418,-11.24612873,0,-3370.003734,2,4.799906324,3.288949418,0,11.24612873,3792.187141,2654.218614,0,8994.360031,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Upper Midwest,Phosphorus_Conc_Class,> 1000,-5.316650083,3.00108241,-11.19866352,0,-3732.808397,3,5.316650083,3.00108241,0,11.19866352,4200.442824,2392.548801,0,8889.752305,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,< 10,-22.66545768,4.39991034,-31.28912348,-14.04179188,-39616.10757,29,25.88868517,4.379844777,17.30434714,34.47302319,43702.68373,7783.836737,28446.64406,58958.72339,10,3.223227489,0.967841622,1.326292768,5.12016221,5633.759032,1655.313623,2389.403948,8878.114117
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,10 - 100,17.50115098,5.34473023,7.02567222,27.97662974,30589.60863,100,65.32842945,4.736038904,56.04596376,74.61089513,110280.9074,10635.68622,89435.34541,131126.4693,142,82.82958042,3.214033241,76.53019103,89.12896982,144774.7323,10638.5504,123923.5567,165625.9079
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,100 - 1000,6.497008519,3.297904737,0.033234009,12.96078303,11355.87871,15,7.450183569,2.228529974,3.082345081,11.81802206,12576.65324,3798.440483,5131.846698,20021.45979,27,13.94719209,3.072755983,7.924701028,19.96968315,24377.77652,5551.779928,13496.48781,35259.06523
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,> 1000,-0.98742838,0.803386414,-2.562036816,0,-1725.889212,1,0.98742838,0.803386414,0,2.562036816,1666.87763,1356.878174,0,4326.309983,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,Not Assessed,-0.34527344,0.31584948,-0.964327045,0,-603.4905605,1,0.34527344,0.31584948,0,0.964327045,582.8560188,527.9352543,0,1617.590103,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,< 10,-6.466470947,2.623816527,-11.60905684,-1.323885052,-2097.873037,6,8.333568054,3.195506432,2.070490535,14.59664557,3108.041276,1208.438402,739.5455313,5476.53702,2,1.867097107,1.1563159,0,4.133434627,605.729572,371.4396414,0,1333.737892
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,10 - 100,-15.12356684,8.127461521,-31.05309871,0.805965024,-4906.435576,76,65.01723022,5.009629805,55.19853623,74.83592421,24248.46523,2867.274497,18628.71048,29868.21997,56,49.89366338,7.236576854,35.71023337,64.07709338,16186.6607,2373.686724,11534.32021,20839.00119
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,100 - 1000,21.03265617,8.033976556,5.286351464,36.77896087,6823.481097,38,25.93876336,4.313440104,17.4845761,34.39295061,9673.977178,1580.83153,6575.604314,12772.35004,46,46.97141952,7.298954234,32.6657321,61.27710695,15238.61707,3435.370638,8505.414342,21971.81979
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,> 1000,0.557381624,1.275171388,-1.941908371,3.056671619,180.8275163,1,0.710438368,0.591930786,0,1.87060139,264.9611497,219.2876736,0,694.7570922,1,1.267819992,1.129460054,0,3.481521021,411.3101876,366.1957902,0,1129.040748
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,< 10,-32.34758243,8.271121586,-48.55868285,-16.13648201,-11192.57706,15,36.0148807,7.585135172,21.14828894,50.88147245,14477.88883,3582.586923,7456.147492,21499.63017,1,3.667298267,3.298056505,0,10.13137024,1268.920747,1122.676394,0,3469.326045
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,10 - 100,33.8389283,8.754595741,16.68023595,50.99762065,11708.59719,27,59.11247494,7.840555913,43.74526773,74.47968214,23763.06194,4390.526233,15157.78865,32368.33523,56,92.95140324,3.879996713,85.34674942,100,32162.08648,3147.739725,25992.62999,38331.54297
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,100 - 1000,-0.875101474,3.992804559,-8.700854606,6.950651659,-302.793592,2,4.256399969,3.469595477,0,11.05668214,1711.061772,1426.161639,0,4506.28722,3,3.381298496,1.975954319,0,7.254097796,1169.962054,687.6788179,0,2517.78777
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,> 1000,-0.6162444,0.561220031,-1.716215448,0,-213.2265355,1,0.6162444,0.561220031,0,1.716215448,247.7286539,220.0924875,0,679.1020026,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_2,Phosphorus_Conc_Class,10 - 100,-16.44334392,10.0215387,-36.08519885,3.198511006,-6561.235141,23,76.7138857,6.418889853,64.13309277,89.29467863,29843.53349,3839.406979,22318.43409,37368.63289,27,60.27054178,7.404392756,45.75819865,74.78288491,24049.19575,3241.340765,17696.28459,30402.10691
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_2,Phosphorus_Conc_Class,100 - 1000,24.72509454,8.955561065,7.17251739,42.27767169,9865.825342,4,15.00436368,5.93876054,3.364606911,26.64412045,5837.055782,2266.847265,1394.116784,10279.99478,16,39.72945822,7.404392756,25.21711509,54.24180135,15852.87753,3131.579322,9715.094847,21990.66022
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_2,Phosphorus_Conc_Class,< 10,-8.281750619,4.864655429,-17.81630006,0,-3304.590201,2,8.281750619,4.864655429,0,17.81630006,3221.798762,1885.14348,0,6916.612088,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,< 10,-14.1749269,5.012591071,-23.99942487,-4.350428935,-14850.94032,13,16.8534454,4.8448508,7.357712325,26.34917848,16646.25829,5021.477025,6804.344168,26488.17241,3,2.6785185,2.074261912,0,6.743997142,2806.259154,2165.878601,0,7051.303207
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,10 - 100,7.433086845,10.07521775,-12.31397708,27.18015077,7787.576603,59,69.74304499,5.942760788,58.09544788,81.3906421,68885.66182,8208.075682,52798.1291,84973.19454,59,77.17613184,8.503512775,60.50955306,93.84271062,80856.72226,10090.338,61080.02319,100633.4213
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,100 - 1000,8.622747049,8.965013538,-8.948356605,26.1938507,9033.972637,14,10.15871309,3.530215152,3.239618531,17.07780764,10033.82738,3575.659438,3025.663657,17041.9911,8,18.78146013,8.432568977,2.253928642,35.30899163,19677.16274,10126.79421,0,39525.31467
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,> 1000,-1.880906991,1.880872776,-5.56734989,1.805535909,-1970.608924,3,3.244796519,2.005113054,0,7.17474589,3204.906751,1977.923599,0,7081.565768,1,1.363889529,1.170669751,0,3.658360077,1428.934493,1221.575718,0,3823.178904
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_4,Phosphorus_Conc_Class,< 10,-5.341855985,3.104443935,-11.42645429,0.742742319,-9069.80475,6,7.181227399,2.837614691,1.619604802,12.74285,11612.66983,4666.329156,2466.832745,20758.50692,2,1.839371414,1.25917235,0,4.30730387,3123.02309,2132.180975,0,7302.02101
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_4,Phosphorus_Conc_Class,10 - 100,6.696706782,5.659109474,-4.394943972,17.78835754,11370.17231,82,68.22494144,4.696238111,59.02048388,77.429399,110325.6693,12677.93073,85477.38166,135173.9569,73,74.92164822,3.822143509,67.4303846,82.41291184,127207.6078,11387.66152,104888.2013,149527.0142
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_4,Phosphorus_Conc_Class,100 - 1000,0.167980024,4.713212938,-9.069747585,9.405707633,285.2091146,31,23.07100034,3.826423694,15.57134771,30.57065297,37307.81589,6044.326665,25461.15332,49154.47846,22,23.23898037,3.610921435,16.1617044,30.31625633,39456.88822,6485.521379,26745.4999,52168.27655
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_4,Phosphorus_Conc_Class,> 1000,-1.019944936,0.638234816,-2.270862188,0,-1731.739202,2,1.019944936,0.638234816,0,2.270862188,1649.339747,1001.564681,0,3612.370451,NA,NA,NA,NA,NA,NA,NA,NA,NA
