Survey_1,Survey_2,Type,Subpopulation,Indicator,Category,DiffEst.P,StdError.P,LCB95Pct.P,UCB95Pct.P,DiffEst.UP,NResp_1,Estimate.P_1,StdError.P_1,LCB95Pct.P_1,UCB95Pct.P_1,Estimate.U_1,StdError.U_1,LCB95Pct.U_1,UCB95Pct.U_1,NResp_2,Estimate.P_2,StdError.P_2,LCB95Pct.P_2,UCB95Pct.P_2,Estimate.U_2,StdError.U_2,LCB95Pct.U_2,UCB95Pct.U_2
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,West,Phosphorus_Conc_Class,> 1000,-0.409128477,0.626957595,-1.637942783,0.819685829,-942.7045202,2,0.846057859,0.599499615,0,2.021055513,1931.83878,1367.969196,0,4613.009136,4,0.436929383,0.183510321,0.077255763,0.796603003,1006.762735,419.9765205,183.6238806,1829.90159
NRSA 2008-2009,NRSA 2013-2014,WSA3_Ecoregions,West,Phosphorus_Conc_Class,Not Assessed,-0.255264529,0.220140473,-0.686731927,0,-588.1747148,1,0.255264529,0.220140473,0,0.686731927,582.8560188,499.9079916,0,1562.657678,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,< 10,-1.747913713,1.809359933,-5.294194017,1.798366591,-2897.815287,1,2.237495877,1.764629366,0,5.696105881,3000.962449,2396.05863,0,7697.151068,1,0.489582164,0.399833175,0,1.273240787,811.6640246,657.8706044,0,2101.066716
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,10 - 100,-5.673312894,7.07973895,-19.54934626,8.202720469,-9405.620376,121,56.53770247,4.948457901,46.83890321,66.23650174,75829.19988,11370.97236,53542.50358,98115.89618,98,50.86438958,5.653964264,39.78282325,61.94595591,84326.59154,13275.99783,58306.11393,110347.0691
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,100 - 1000,7.861679518,6.963068341,-5.785683653,21.50904269,13033.64973,154,38.88631396,4.648864886,29.77470622,47.99792171,52154.89744,6321.702597,39764.58803,64545.20685,105,46.74799348,5.63019635,35.71301141,57.78297555,77502.13821,11904.77692,54169.20421,100835.0722
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,> 1000,-0.440452911,0.702673129,-1.817666936,0.936761114,-730.2140662,3,2.338487687,1.487811472,0,5.254544588,3136.414154,2003.928208,0,7064.04127,1,1.898034776,1.592383337,0,5.019048766,3146.69663,2663.42297,0,8366.909727
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,< 10,-17.54804951,3.652590567,-24.70699547,-10.38910355,-21633.33579,40,19.14641771,3.564426122,12.16027089,26.13256454,22135.57037,4408.590668,13494.89144,30776.2493,9,1.598368206,0.908570399,0,3.379133465,1970.477465,1110.013727,0,4146.064393
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,10 - 100,11.34971447,4.800918682,1.940086757,20.75934218,13991.99291,130,71.26180661,4.101590884,63.2228362,79.30077702,82387.25168,8906.3149,64931.19524,99843.30812,211,82.61152107,2.978297561,76.77416512,88.44887703,101843.9557,10240.86342,81772.23217,121915.6791
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,100 - 1000,6.412610806,3.339385762,-0.132465017,12.95768663,7905.503277,22,9.377499914,2.345816847,4.779783378,13.97521645,10841.52202,2744.215481,5462.958512,16220.08553,28,15.79011072,2.805986051,10.29047912,21.28974232,19466.1388,3315.502042,12967.87421,25964.40339
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,> 1000,-0.214275766,0.180030632,-0.56712932,0,-264.1603892,1,0.214275766,0.180030632,0,0.56712932,247.7286539,206.6793643,0,652.8127643,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,< 10,-6.057772152,2.941431076,-11.82287112,-0.29267318,-1638.003798,8,6.880532997,2.756649625,1.477599013,12.28346698,1955.985985,789.6237657,408.3518429,3503.620127,1,0.822760845,0.702080736,0,2.198813801,222.472116,189.154968,0,593.2090408
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,10 - 100,0.596717086,5.711794823,-10.59819505,11.79162923,161.3505475,92,59.35664957,4.749146229,50.048494,68.66480513,16873.80538,1464.64543,14003.15308,19744.45767,91,59.95336665,3.306676901,53.47239902,66.43433429,16211.21426,1213.118711,13833.54528,18588.88324
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,100 - 1000,10.23628776,5.130229375,0.181222953,20.29135257,2767.862146,57,27.05630293,4.129362486,18.96290118,35.14970468,7691.518864,1351.019429,5043.56944,10339.46829,70,37.29259069,3.248799115,30.92506143,43.66011995,10083.80699,908.7739759,8302.642731,11864.97126
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,> 1000,-1.235548629,1.155227706,-3.499753326,1.028656068,-334.0887204,6,3.166830439,1.13374671,0.944727721,5.388933158,900.2610639,322.1887168,268.7827827,1531.739345,6,1.93128181,0.717861413,0.524299295,3.338264326,522.2129293,192.7104274,144.5074322,899.9184264
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,Not Assessed,-3.539684065,2.80403193,-9.03548566,0,-957.120175,2,3.539684065,2.80403193,0,9.03548566,1006.255246,812.7131792,0,2599.143807,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,< 10,-9.935780055,2.966491317,-15.7499962,-4.121563914,-24699.8141,28,11.86741936,2.847670361,6.286088012,17.44875071,28046.64981,7086.553962,14157.25927,41936.04035,2,1.931639305,1.06724473,0,4.023400538,4801.951277,2663.329319,0,10021.98082
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,10 - 100,5.565822639,5.253034011,-4.729934832,15.86158011,13836.33532,207,72.29318933,3.57235116,65.29150972,79.29486894,170852.7948,14189.31148,143042.2553,198663.3343,192,77.85901197,4.254786253,69.51978415,86.19823979,193553.3104,14742.36623,164658.8036,222447.8173
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,100 - 1000,5.637482687,4.529198721,-3.239583685,14.51454906,14014.47834,51,13.84829348,2.401819546,9.140813672,18.55577329,32728.11265,5858.370141,21245.91816,44210.30713,44,19.48577617,4.218110206,11.21843208,27.75312025,48440.59009,12276.89253,24378.32288,72502.85729
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,> 1000,-0.923430444,0.758793669,-2.410638708,0.563777819,-2295.598351,3,1.647003006,0.912975345,0,3.436401801,3892.414614,2152.997316,0,8112.211812,2,0.723572562,0.420704817,0,1.548138851,1798.762418,1040.128489,0,3837.376797
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,Not Assessed,-0.344094826,0.312564339,-0.956709673,0,-855.4012055,1,0.344094826,0.312564339,0,0.956709673,813.2102521,733.8313374,0,2251.493244,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,10 - 100,-10.91046942,5.982432508,-22.63582167,0.814882839,-4138.026159,58,39.35851134,5.110845327,29.34143857,49.37558411,17220.48902,2609.263882,12106.42579,22334.55226,47,28.44804192,4.240248015,20.13730853,36.75877532,10789.52125,1199.556992,8438.432752,13140.60975
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,100 - 1000,15.08300837,6.292796673,2.749353531,27.41666321,5720.54976,79,49.47601955,5.187714328,39.30828631,59.64375279,21647.19199,3321.570388,15137.03366,28157.35033,74,64.55902792,4.968118212,54.82169516,74.29636069,24485.37603,4052.534299,16542.55476,32428.1973
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,> 1000,-0.466690717,2.910252389,-6.170680585,5.237299151,-177.0023197,14,7.459620869,2.316743506,2.918887037,12.0003547,3263.800253,1004.376787,1295.257925,5232.342582,9,6.992930152,2.270839175,2.542167154,11.44369315,2652.216581,843.9880518,998.0303966,4306.402766
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,< 10,-2.315537642,0.971904753,-4.220435954,-0.410639331,-878.2165981,5,2.315537642,0.971904753,0.410639331,4.220435954,1013.114805,406.0785103,217.2155501,1809.01406,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,Not Assessed,-1.390310596,0.811304083,-2.980437379,0,-527.3046829,3,1.390310596,0.811304083,0,2.980437379,608.3011664,351.4537386,0,1297.137836,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Temporate Plains,Phosphorus_Conc_Class,< 10,-0.051099601,0.009103969,-0.068943052,-0.033256149,-80.58509347,2,0.093837077,0.051684488,0,0.195136812,128.1591105,68.96736743,0,263.3326667,1,0.042737477,0.038561222,0,0.118316084,67.39785649,60.2010597,0,185.3897653
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Temporate Plains,Phosphorus_Conc_Class,10 - 100,-13.06024157,5.56088323,-23.95937243,-2.161110722,-20596.26253,52,43.43994423,4.587026212,34.44953806,52.43035041,59328.62342,8514.214664,42641.06932,76016.17752,51,30.37970266,3.667778516,23.19098886,37.56841645,47909.39953,6625.930171,34922.81503,60895.98403
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Temporate Plains,Phosphorus_Conc_Class,100 - 1000,13.26666477,5.681826659,2.130489151,24.40284039,20921.79605,116,53.94227102,4.593732314,44.93872113,62.9458209,73672.30184,7049.629345,59855.28222,87489.32146,150,67.20893579,3.732233391,59.89389276,74.52397881,105989.8378,8403.626916,89519.03169,122460.6439
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Temporate Plains,Phosphorus_Conc_Class,> 1000,-0.155323596,1.588445111,-3.268618806,2.957971614,-244.9484216,5,2.523947674,1.181265523,0.208709793,4.839185555,3447.111725,1609.772714,292.0151818,6602.208268,6,2.368624078,0.991191838,0.425923773,4.311324383,3735.36761,1561.681341,674.5284262,6796.206793
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Upper Midwest,Phosphorus_Conc_Class,< 10,-3.241511336,2.937590987,-8.999083872,2.516061201,-2973.499173,2,4.243916181,2.807517417,0,9.746549204,3792.187141,2555.789013,0,8801.441559,1,1.002404845,0.864457496,0,2.696710403,919.5247736,781.7312333,0,2451.689837
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Upper Midwest,Phosphorus_Conc_Class,10 - 100,11.44538027,6.60268817,-1.495650742,24.38641129,10499.06209,97,64.14041165,6.010185417,52.36066469,75.9201586,57313.20645,6769.069137,44046.07474,70580.33817,98,75.58579192,3.815505456,68.10753864,83.06404519,69336.26523,7007.696918,55601.43166,83071.09881
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Upper Midwest,Phosphorus_Conc_Class,100 - 1000,-3.503065256,6.365474466,-15.97916595,8.973035443,-3213.427491,47,26.91486849,5.652073087,15.8370088,37.99272818,24050.00802,5965.60384,12357.63935,35742.3767,53,23.41180324,3.655887603,16.2463952,30.57721127,21476.08641,3487.221519,14641.25783,28310.915
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Upper Midwest,Phosphorus_Conc_Class,> 1000,-4.70080368,2.592854768,-9.782705643,0,-4312.135423,3,4.70080368,2.592854768,0,9.782705643,4200.442824,2356.493748,0,8819.085701,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,< 10,-21.56847751,4.193207046,-29.7870123,-13.34994272,-40226.81394,36,25.04625271,4.150347161,16.91172175,33.18078366,45320.18912,8148.761678,29348.90971,61291.46852,16,3.477775195,0.9095473,1.695095245,5.260455145,6486.309274,1646.139712,3259.934725,9712.683823
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,10 - 100,15.94447967,4.955509901,6.231858745,25.65710061,29737.63989,147,65.8229696,4.411727679,57.17614224,74.46979696,119104.0219,11741.62344,96090.86282,142117.181,209,81.76744927,2.964965141,75.95622438,87.57867417,152502.3714,12317.21497,128361.0737,176643.6692
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,100 - 1000,6.867315628,3.032198423,0.924315926,12.81031533,12808.05416,21,7.887459903,2.1605098,3.652938508,12.1219813,14272.04216,3937.868302,6553.962108,21990.12221,40,14.75477553,2.829500087,9.209057267,20.3004938,27518.75323,5469.096966,16799.52014,38237.98631
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,> 1000,-0.921201768,0.750766972,-2.392677994,0,-1718.109779,1,0.921201768,0.750766972,0,2.392677994,1666.87763,1357.709215,0,4327.938792,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,Not Assessed,-0.322116024,0.278281182,-0.867537119,0,-600.7703312,1,0.322116024,0.278281182,0,0.867537119,582.8560188,499.9062056,0,1562.654177,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,< 10,-6.058142674,2.376109758,-10.71523222,-1.401053124,-2660.147962,10,8.004917857,2.592871333,2.922983428,13.08685229,3793.381246,1254.933904,1333.755992,6253.0065,6,1.946775183,0.909759868,0.163678607,3.729871759,854.8346109,394.1774016,82.26110025,1627.408122
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,10 - 100,-13.53645077,6.591687492,-26.45592085,-0.616980689,-5943.894667,120,66.30368092,4.105453975,58.25713899,74.35022285,31420.07754,3032.903658,25475.6956,37364.45947,99,52.76723015,5.697519734,41.60029667,63.93416363,23170.24331,2490.485547,18288.98133,28051.50528
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,100 - 1000,17.86095136,6.443741433,5.231450221,30.49045249,7842.795375,53,25.13227149,3.621348488,18.03455888,32.2299841,11909.71463,1733.047838,8513.003287,15306.42598,71,42.99322285,5.793558802,31.63805625,54.34838944,18878.44844,3594.898564,11832.57673,25924.32016
NRSA 2008-2009,NRSA 2013-2014,WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,> 1000,1.73364209,1.071856742,-0.367158521,3.8344427,761.2472534,1,0.559129732,0.461810095,0,1.464260885,264.9611497,217.9043075,0,692.0457445,4,2.292771821,0.967268479,0.396960439,4.188583204,1006.762735,421.0700529,181.4805964,1832.044874
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,< 10,-31.01441732,7.741267224,-46.18702227,-15.84181236,-13943.039,31,34.69532104,7.363162358,20.263788,49.12685407,15860.49718,3922.972458,8171.612449,23549.38191,7,3.680903722,2.454854814,0,8.492330744,1654.810523,1097.489603,0,3805.850619
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,10 - 100,32.94589648,7.95125503,17.36172299,48.53006997,14811.36708,72,60.55432973,7.492162086,45.86996188,75.23869759,27681.59357,5286.137282,17320.95488,38042.23226,116,93.50022622,2.884607839,87.84649874,99.15395369,42034.55726,4797.205167,32632.20791,51436.90662
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,100 - 1000,-1.389565184,3.213024805,-7.686978084,4.907847715,-624.7017754,10,4.208435245,2.843871521,0,9.782321003,1923.829304,1333.836426,0,4538.100661,5,2.81887006,1.495300361,0,5.749604914,1267.26918,671.3615916,0,2583.11372
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,> 1000,-0.541913982,0.46166669,-1.446764066,0,-243.6263014,1,0.541913982,0.46166669,0,1.446764066,247.7286539,207.0879776,0,653.6136317,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_2,Phosphorus_Conc_Class,10 - 100,-12.4591238,7.917707723,-27.97754577,3.05929818,-5925.972287,45,73.51007342,5.901453185,61.94343772,85.07670912,32393.30121,4666.760055,23246.61957,41539.98284,68,61.05094962,5.959567871,49.37041123,72.73148801,29037.85542,3816.576064,21557.50379,36518.20705
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_2,Phosphorus_Conc_Class,100 - 1000,19.97280026,7.0836521,6.089097263,33.85650325,9499.725884,11,18.97625012,5.112830067,8.955287331,28.99721291,8362.165312,2374.418679,3708.390216,13015.94041,24,38.94905038,5.959567871,27.26851199,50.62958877,18525.45949,3256.121479,12143.57866,24907.34032
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_2,Phosphorus_Conc_Class,< 10,-7.513676461,3.516410075,-14.40571356,-0.621639359,-3573.753597,3,7.513676461,3.516410075,0.621639359,14.40571356,3311.012674,1624.29519,127.4526023,6494.572746,NA,NA,NA,NA,NA,NA,NA,NA,NA
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,< 10,-13.58694225,4.637160078,-22.675609,-4.498275509,-16165.53395,19,15.94557026,4.531815325,7.063375435,24.82776508,17312.04261,5291.142917,6941.593057,27682.49216,3,2.358628004,1.740957651,0,5.770842299,2806.259154,2063.32059,0,6850.293199
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,10 - 100,8.335700741,8.764083256,-8.841586798,25.51298828,9917.68794,105,70.13431034,5.393631015,59.5629878,80.70563287,76144.54356,8611.648665,59266.02233,93023.06479,106,78.47001108,7.336326456,64.09107545,92.84894671,93362.40668,11173.52149,71462.70699,115262.1064
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,100 - 1000,7.002176164,7.836883084,-8.357832432,22.36218476,8331.081004,22,10.96818202,3.262308084,4.574175671,17.36218837,11908.11187,3703.405072,4649.571312,19166.65244,20,17.97035819,7.318139024,3.627069264,32.31364711,21380.85449,10203.81697,1381.740733,41379.96826
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,> 1000,-1.750934651,1.70482239,-5.092325135,1.590455833,-2083.234993,3,2.951937383,1.876897763,0,6.630589402,3204.906751,2051.700711,0,7226.166252,1,1.201002732,0.966551708,0,3.095409269,1428.934493,1146.595975,0,3676.221308
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_4,Phosphorus_Conc_Class,< 10,-4.739957461,2.619179028,-9.873454026,0.393539104,-9865.49356,7,6.240439571,2.471486864,1.396414331,11.08446481,11894.61222,4793.759736,2499.015792,21290.20866,2,1.50048211,0.867093689,0,3.199954512,3123.02309,1813.69232,0,6677.794716
NRSA 2008-2009,NRSA 2013-2014,Std_Fed_Regions,Region_4,Phosphorus_Conc_Class,10 - 100,3.483782859,5.042348505,-6.399038609,13.36660433,7250.959031,160,68.85356497,4.024943598,60.96482048,76.74230946,131238.5844,14317.53842,103176.7248,159300.4441,147,72.33734783,3.583299635,65.3142096,79.36048606,150559.081,13817.38974,123477.4947,177640.6672
