Type,Subpopulation,Indicator,Category,NResp,Estimate.P,StdError.P,LCB95Pct.P,UCB95Pct.P,Estimate.U,StdError.U,LCB95Pct.U,UCB95Pct.U
WSA9_Ecoregions,Northern Plains,Acidification,None,172,100,0,100,100,27107.72454,1154.911258,24844.14006,29371.30901
WSA9_Ecoregions,Northern Plains,Acidification,Total,172,100,0,100,100,27107.72454,1154.911258,24844.14006,29371.30901
WSA9_Ecoregions,Southern Appalachians,Acidification,ACID-AMD,2,2.854537704,2.022937462,0,6.819422272,8259.361449,5903.241674,0,19829.50252
WSA9_Ecoregions,Southern Appalachians,Acidification,Episodic,1,0.798834346,0.582608567,0,1.940726153,2311.359065,1691.076838,0,5625.808763
WSA9_Ecoregions,Southern Appalachians,Acidification,None,248,96.34662795,2.098650238,92.23334907,100,278770.7528,20643.03528,238311.1471,319230.3585
WSA9_Ecoregions,Southern Appalachians,Acidification,Total,251,100,0,100,100,289341.4733,20661.43344,248845.8079,329837.1387
WSA9_Ecoregions,Southern Plains,Acidification,None,133,100,0,100,100,38817.63587,3944.406241,31086.7417,46548.53004
WSA9_Ecoregions,Southern Plains,Acidification,Total,133,100,0,100,100,38817.63587,3944.406241,31086.7417,46548.53004
WSA9_Ecoregions,Temporate Plains,Acidification,ACID-AMD,1,0.288042962,0.252677914,0,0.783282573,535.3286559,469.1492973,0,1454.844382
WSA9_Ecoregions,Temporate Plains,Acidification,None,218,99.71195704,0.252677914,99.21671743,100,185314.9529,10722.02986,164300.1605,206329.7453
WSA9_Ecoregions,Temporate Plains,Acidification,Total,219,100,0,100,100,185850.2816,10720.31333,164838.8535,206861.7096
WSA9_Ecoregions,Upper Midwest,Acidification,None,156,95.91521029,2.034886215,91.92690659,99.90351398,97495.52493,7340.428522,83108.5494,111882.5005
WSA9_Ecoregions,Upper Midwest,Acidification,Not Assessed,3,4.084789713,2.034886215,0.09648602,8.073093407,4152.091375,2106.734717,22.96720496,8281.215545
WSA9_Ecoregions,Upper Midwest,Acidification,Total,159,100,0,100,100,101647.6163,7458.750368,87028.73421,116266.4984
WSA9_Ecoregions,Western Mountains,Acidification,None,266,100,0,100,100,186537.6133,12551.4006,161937.3202,211137.9065
WSA9_Ecoregions,Western Mountains,Acidification,Total,266,100,0,100,100,186537.6133,12551.4006,161937.3202,211137.9065
WSA9_Ecoregions,Xeric,Acidification,None,183,100,0,100,100,44017.16693,3815.110879,36539.68701,51494.64685
WSA9_Ecoregions,Xeric,Acidification,Total,183,100,0,100,100,44017.16693,3815.110879,36539.68701,51494.64685
Std_Fed_Regions,Region_1,Acidification,ACID-organic,1,0.814502305,0.666691108,0,2.121192866,439.9641887,356.0242165,0,1137.758831
Std_Fed_Regions,Region_1,Acidification,None,129,99.18549769,0.666691108,97.87880713,100,53576.3579,8569.255023,36780.92668,70371.78912
Std_Fed_Regions,Region_1,Acidification,Total,130,100,0,100,100,54016.32209,8575.785692,37208.09099,70824.55319
Std_Fed_Regions,Region_2,Acidification,None,93,100,0,100,100,51006.89334,4689.372779,41815.89159,60197.8951
Std_Fed_Regions,Region_2,Acidification,Total,93,100,0,100,100,51006.89334,4689.372779,41815.89159,60197.8951
Std_Fed_Regions,Region_3,Acidification,ACID-AMD,2,5.89005928,4.018076669,0,13.76534484,8259.361449,5712.433497,0,19455.52537
Std_Fed_Regions,Region_3,Acidification,None,132,94.10994072,4.018076669,86.23465516,100,131966.077,15832.48998,100934.9668,162997.1871
Std_Fed_Regions,Region_3,Acidification,Total,134,100,0,100,100,140225.4384,15737.29835,109380.9005,171069.9764
Std_Fed_Regions,Region_4,Acidification,ACID-AMD,1,0.215805862,0.1783291,0,0.565324475,535.3286559,441.055637,0,1399.78182
Std_Fed_Regions,Region_4,Acidification,ACID-organic,2,0.675904338,0.396047877,0,1.452143913,1676.650288,979.8771408,0,3597.174193
Std_Fed_Regions,Region_4,Acidification,Episodic,3,1.580022619,0.768073576,0.074626073,3.085419164,3919.40875,1909.819205,176.2318919,7662.585608
Std_Fed_Regions,Region_4,Acidification,None,215,97.52826718,0.883820309,95.79601121,99.26052315,241928.9061,17599.3135,207434.8855,276422.9267
Std_Fed_Regions,Region_4,Acidification,Total,221,100,0,100,100,248060.2938,17676.90924,213414.1883,282706.3993
Std_Fed_Regions,Region_5,Acidification,None,276,98.20108237,0.88155098,96.4732742,99.92889054,226658.4418,13517.32914,200164.9635,253151.9201
Std_Fed_Regions,Region_5,Acidification,Not Assessed,3,1.798917631,0.88155098,0.07110946,3.526725802,4152.091375,2046.067181,141.8733903,8162.309359
Std_Fed_Regions,Region_5,Acidification,Total,279,100,0,100,100,230810.5332,13580.32469,204193.5859,257427.4805
Std_Fed_Regions,Region_6,Acidification,None,196,100,0,100,100,125073.1502,14621.83906,96414.87229,153731.4282
Std_Fed_Regions,Region_6,Acidification,Total,196,100,0,100,100,125073.1502,14621.83906,96414.87229,153731.4282
Std_Fed_Regions,Region_7,Acidification,None,174,100,0,100,100,104107.048,7479.048861,89448.38155,118765.7144
Std_Fed_Regions,Region_7,Acidification,Total,174,100,0,100,100,104107.048,7479.048861,89448.38155,118765.7144
Std_Fed_Regions,Region_8,Acidification,None,340,100,0,100,100,128280.5967,8953.362415,110732.3288,145828.8645
Std_Fed_Regions,Region_8,Acidification,Total,340,100,0,100,100,128280.5967,8953.362415,110732.3288,145828.8645
Std_Fed_Regions,Region_9,Acidification,None,113,100,0,100,100,26013.78407,3110.723207,19916.87862,32110.68952
Std_Fed_Regions,Region_9,Acidification,Total,113,100,0,100,100,26013.78407,3110.723207,19916.87862,32110.68952
Std_Fed_Regions,Region_10,Acidification,None,173,100,0,100,100,102631.0788,9299.556324,84404.28333,120857.8743
Std_Fed_Regions,Region_10,Acidification,Total,173,100,0,100,100,102631.0788,9299.556324,84404.28333,120857.8743
Major_Basins,Arkansas-White-Red Region,Acidification,None,108,100,0,100,100,50599.76759,4704.529668,41379.05888,59820.4763
Major_Basins,Arkansas-White-Red Region,Acidification,Total,108,100,0,100,100,50599.76759,4704.529668,41379.05888,59820.4763
Major_Basins,California Region,Acidification,None,68,100,0,100,100,19903.50512,2045.770216,15893.86918,23913.14106
Major_Basins,California Region,Acidification,Total,68,100,0,100,100,19903.50512,2045.770216,15893.86918,23913.14106
Major_Basins,Great Basin Region,Acidification,None,26,100,0,100,100,9043.461089,2970.447906,3221.490175,14865.432
Major_Basins,Great Basin Region,Acidification,Total,26,100,0,100,100,9043.461089,2970.447906,3221.490175,14865.432
Major_Basins,Great Lakes Region,Acidification,None,112,98.39456276,1.311975576,95.82313789,100,101867.1388,8955.622248,84314.44177,119419.8359
Major_Basins,Great Lakes Region,Acidification,Not Assessed,1,1.605437235,1.311975576,0,4.176862112,1662.0969,1363.790843,0,4335.077835
Major_Basins,Great Lakes Region,Acidification,Total,113,100,0,100,100,103529.2357,8976.159507,85936.28638,121122.1851
Major_Basins,Lower Colorado Region,Acidification,None,26,100,0,100,100,2863.459308,565.5668466,1754.968658,3971.949958
Major_Basins,Lower Colorado Region,Acidification,Total,26,100,0,100,100,2863.459308,565.5668466,1754.968658,3971.949958
Major_Basins,Lower Mississippi Region,Acidification,None,61,100,0,100,100,69008.75183,11527.02497,46416.19804,91601.30562
Major_Basins,Lower Mississippi Region,Acidification,Total,61,100,0,100,100,69008.75183,11527.02497,46416.19804,91601.30562
Major_Basins,Mid-Atlantic Region,Acidification,ACID-AMD,1,8.012809538,5.850885461,0,19.48033432,7124.957295,5439.208938,0,17785.61092
Major_Basins,Mid-Atlantic Region,Acidification,None,140,91.98719046,5.850885461,80.51966568,100,81794.63153,9095.500568,63967.778,99621.48507
Major_Basins,Mid-Atlantic Region,Acidification,Total,141,100,0,100,100,88919.58883,9588.325415,70126.81634,107712.3613
Major_Basins,Missouri Region,Acidification,None,340,100,0,100,100,129095.9896,9024.163723,111408.9537,146783.0255
Major_Basins,Missouri Region,Acidification,Total,340,100,0,100,100,129095.9896,9024.163723,111408.9537,146783.0255
Major_Basins,New England Region,Acidification,ACID-organic,1,0.83675428,0.685468195,0,2.180247256,439.9641887,356.0242165,0,1137.758831
Major_Basins,New England Region,Acidification,None,125,99.16324572,0.685468195,97.81975274,100,52139.89097,8566.165202,35350.51569,68929.26626
Major_Basins,New England Region,Acidification,Total,126,100,0,100,100,52579.85516,8572.698225,35777.67539,69382.03493
Major_Basins,Ohio-Tennessee Region,Acidification,ACID-AMD,2,0.876008651,0.534417617,0,1.923447932,1669.73281,1014.342649,0,3657.807869
Major_Basins,Ohio-Tennessee Region,Acidification,None,165,99.12399135,0.534417617,98.07655207,100,188937.1532,15073.16046,159394.3015,218480.0048
Major_Basins,Ohio-Tennessee Region,Acidification,Total,167,100,0,100,100,190606.886,15071.98416,161066.3398,220147.4321
Major_Basins,Pacific Northwest Region,Acidification,None,197,100,0,100,100,121641.5667,10620.39542,100825.9742,142457.1592
Major_Basins,Pacific Northwest Region,Acidification,Total,197,100,0,100,100,121641.5667,10620.39542,100825.9742,142457.1592
Major_Basins,Rio Grande-Texas-Gulf Region,Acidification,None,77,100,0,100,100,42828.04695,7512.096588,28104.60819,57551.48571
Major_Basins,Rio Grande-Texas-Gulf Region,Acidification,Total,77,100,0,100,100,42828.04695,7512.096588,28104.60819,57551.48571
Major_Basins,Souris-Red-Rainy Region,Acidification,None,25,100,0,100,100,20842.7503,3302.803084,14369.37521,27316.12539
Major_Basins,Souris-Red-Rainy Region,Acidification,Total,25,100,0,100,100,20842.7503,3302.803084,14369.37521,27316.12539
Major_Basins,South-Atlantic Region,Acidification,ACID-organic,2,1.012143397,0.59652446,0,2.181309853,1676.650288,979.8771396,0,3597.174191
Major_Basins,South-Atlantic Region,Acidification,Episodic,3,2.366029288,1.228647607,0,4.774134347,3919.40875,2015.121839,0,7868.974978
Major_Basins,South-Atlantic Region,Acidification,None,143,96.62182732,1.375517111,93.92586332,99.31779131,160057.3744,17162.4646,126419.5619,193695.1869
Major_Basins,South-Atlantic Region,Acidification,Total,148,100,0,100,100,165653.4334,17158.38083,132023.6249,199283.2419
Major_Basins,Upper Colorado Region,Acidification,None,62,100,0,100,100,26926.68568,2569.7676,21890.03373,31963.33762
Major_Basins,Upper Colorado Region,Acidification,Total,62,100,0,100,100,26926.68568,2569.7676,21890.03373,31963.33762
Major_Basins,Upper Mississippi Region,Acidification,None,166,97.85681849,1.34107731,95.22835526,100,113692.1608,8786.6464,96470.65033,130913.6713
Major_Basins,Upper Mississippi Region,Acidification,Not Assessed,2,2.143181514,1.34107731,0,4.771644742,2489.994475,1570.885397,0,5568.873276
Major_Basins,Upper Mississippi Region,Acidification,Total,168,100,0,100,100,116182.1553,8847.764638,98840.85526,133523.4553
Land_Owner,BLM,Acidification,None,46,100,0,100,100,18782.12591,3795.781143,11342.53158,26221.72024
Land_Owner,BLM,Acidification,Total,46,100,0,100,100,18782.12591,3795.781143,11342.53158,26221.72024
Land_Owner,DOD,Acidification,None,13,100,0,100,100,6478.310105,1648.073047,3248.146289,9708.473922
Land_Owner,DOD,Acidification,Total,13,100,0,100,100,6478.310105,1648.073047,3248.146289,9708.473922
Land_Owner,FWS,Acidification,None,10,83.06628606,12.14561437,59.26131933,100,4061.15144,1461.172739,1197.305496,6924.997383
Land_Owner,FWS,Acidification,Not Assessed,1,16.93371394,12.14561437,0,40.73868067,827.8975745,656.0248738,0,2113.6827
Land_Owner,FWS,Acidification,Total,11,100,0,100,100,4889.049014,1614.004046,1725.659214,8052.438814
Land_Owner,Local Government,Acidification,None,19,100,0,100,100,5242.250976,1124.469601,3038.331058,7446.170895
Land_Owner,Local Government,Acidification,Total,19,100,0,100,100,5242.250976,1124.469601,3038.331058,7446.170895
Land_Owner,Native American,Acidification,None,24,100,0,100,100,3618.554277,487.5439663,2662.985662,4574.122892
Land_Owner,Native American,Acidification,Total,24,100,0,100,100,3618.554277,487.5439663,2662.985662,4574.122892
Land_Owner,Non-Governmental Organization,Acidification,None,6,100,0,100,100,1231.577258,471.4438188,307.5643522,2155.590163
Land_Owner,Non-Governmental Organization,Acidification,Total,6,100,0,100,100,1231.577258,471.4438188,307.5643522,2155.590163
Land_Owner,NPS,Acidification,None,30,100,0,100,100,11626.94116,1650.76074,8391.509558,14862.37275
Land_Owner,NPS,Acidification,Total,30,100,0,100,100,11626.94116,1650.76074,8391.509558,14862.37275
Land_Owner,Other Fed,Acidification,None,23,100,0,100,100,10964.86847,5351.793256,475.5464376,21454.19051
Land_Owner,Other Fed,Acidification,Total,23,100,0,100,100,10964.86847,5351.793256,475.5464376,21454.19051
Land_Owner,Private,Acidification,ACID-AMD,3,0.931395745,0.611500262,0,2.129914235,8794.690105,5792.314481,0,20147.41787
Land_Owner,Private,Acidification,ACID-organic,1,0.084340688,0.073595302,0,0.22858483,796.38566,694.7627774,0,2158.095681
Land_Owner,Private,Acidification,Episodic,2,0.330741662,0.192117084,0,0.707284227,3123.02309,1816.223669,0,6682.756068
Land_Owner,Private,Acidification,None,1426,98.30147539,0.67296479,96.98248864,99.62046214,928210.1805,32391.7944,864723.4301,991696.9309
Land_Owner,Private,Acidification,Not Assessed,2,0.35204651,0.197739329,0,0.739608474,3324.1938,1868.478129,0,6986.343639
Land_Owner,Private,Acidification,Total,1434,100,0,100,100,944248.4732,32441.33386,880664.6272,1007832.319
Land_Owner,Regional Agency,Acidification,None,4,100,0,100,100,1083.836978,697.9568965,0,2451.807358
Land_Owner,Regional Agency,Acidification,Total,4,100,0,100,100,1083.836978,697.9568965,0,2451.807358
Land_Owner,State,Acidification,ACID-organic,2,2.275977761,1.431600365,0,5.081862916,1320.228817,830.0636648,0,2947.123704
Land_Owner,State,Acidification,Episodic,1,1.372910535,1.181557005,0,3.688719711,796.38566,683.7381595,0,2136.487827
Land_Owner,State,Acidification,None,91,96.3511117,1.680289048,93.05780568,99.64441772,55890.49082,5534.569605,45042.93372,66738.04792
Land_Owner,State,Acidification,Total,94,100,0,100,100,58007.1053,5533.023719,47162.57808,68851.63251
Land_Owner,USFS,Acidification,None,149,100,0,100,100,144052.0459,11585.58908,121344.7086,166759.3833
Land_Owner,USFS,Acidification,Total,149,100,0,100,100,144052.0459,11585.58908,121344.7086,166759.3833
FS_East_West,East,Acidification,None,24,100,0,100,100,37605.30058,7976.536968,21971.5754,53239.02576
FS_East_West,East,Acidification,Total,24,100,0,100,100,37605.30058,7976.536968,21971.5754,53239.02576
FS_East_West,West,Acidification,None,125,100,0,100,100,106446.7454,8449.101722,89886.81028,123006.6804
FS_East_West,West,Acidification,Total,125,100,0,100,100,106446.7454,8449.101722,89886.81028,123006.6804
Mississippi_Basins,Arkansas-White-Red Region,Acidification,None,108,100,0,100,100,50599.76759,4704.529668,41379.05888,59820.4763
Mississippi_Basins,Arkansas-White-Red Region,Acidification,Total,108,100,0,100,100,50599.76759,4704.529668,41379.05888,59820.4763
Mississippi_Basins,Upper Mississippi Region,Acidification,None,166,97.85681849,1.34107731,95.22835526,100,113692.1608,8786.6464,96470.65033,130913.6713
Mississippi_Basins,Upper Mississippi Region,Acidification,Not Assessed,2,2.143181514,1.34107731,0,4.771644742,2489.994475,1570.885397,0,5568.873276
Mississippi_Basins,Upper Mississippi Region,Acidification,Total,168,100,0,100,100,116182.1553,8847.764638,98840.85526,133523.4553
Mississippi_Basins,Lower Mississippi Region,Acidification,None,61,100,0,100,100,69008.75183,11527.02497,46416.19804,91601.30562
Mississippi_Basins,Lower Mississippi Region,Acidification,Total,61,100,0,100,100,69008.75183,11527.02497,46416.19804,91601.30562
Mississippi_Basins,Upper Missouri Region,Acidification,None,221,100,0,100,100,60260.24167,6458.806012,47601.21451,72919.26884
Mississippi_Basins,Upper Missouri Region,Acidification,Total,221,100,0,100,100,60260.24167,6458.806012,47601.21451,72919.26884
Mississippi_Basins,Lower Missouri Region,Acidification,None,119,100,0,100,100,68835.74795,6195.091089,56693.59254,80977.90337
Mississippi_Basins,Lower Missouri Region,Acidification,Total,119,100,0,100,100,68835.74795,6195.091089,56693.59254,80977.90337
Mississippi_Basins,Ohio Region,Acidification,ACID-AMD,2,1.103755516,0.680655862,0,2.437816491,1669.73281,1022.856246,0,3674.494214
Mississippi_Basins,Ohio Region,Acidification,None,136,98.89624448,0.680655862,97.56218351,100,149607.682,14098.62531,121974.8841,177240.4798
Mississippi_Basins,Ohio Region,Acidification,Total,138,100,0,100,100,151277.4148,14094.28684,123653.1202,178901.7094
Mississippi_Basins,Tennessee Region,Acidification,None,29,100,0,100,100,39329.47119,5709.224272,28139.59724,50519.34514
Mississippi_Basins,Tennessee Region,Acidification,Total,29,100,0,100,100,39329.47119,5709.224272,28139.59724,50519.34514
Stream_Size,SmallStreams,Acidification,ACID-AMD,3,1.178744982,0.771483755,0,2.690825356,8794.690105,5772.812112,0,20109.19393
Stream_Size,SmallStreams,Acidification,ACID-organic,3,0.283688074,0.129055254,0.030744425,0.536631722,2116.614476,960.4471241,234.1727041,3999.056249
Stream_Size,SmallStreams,Acidification,Episodic,3,0.525315087,0.274981409,0,1.064268745,3919.40875,2047.60253,0,7932.635964
Stream_Size,SmallStreams,Acidification,None,486,97.45575051,0.875572396,95.73966015,99.17184087,727123.4555,25684.4989,676782.7627,777464.1484
Stream_Size,SmallStreams,Acidification,Not Assessed,3,0.556501345,0.294387983,0,1.133491189,4152.091375,2193.295222,0,8450.871018
Stream_Size,SmallStreams,Acidification,Total,498,100,0,100,100,746106.2603,25341.25323,696438.3166,795774.2039
Stream_Size,LargeStreams,Acidification,None,456,100,0,100,100,313394.9836,9561.683197,294654.4289,332135.5383
Stream_Size,LargeStreams,Acidification,Total,456,100,0,100,100,313394.9836,9561.683197,294654.4289,332135.5383
Stream_Size,RiversMajor,Acidification,None,440,100,0,100,100,62793.25937,1453.830649,59943.80366,65642.71508
Stream_Size,RiversMajor,Acidification,Total,440,100,0,100,100,62793.25937,1453.830649,59943.80366,65642.71508
Stream_Size,RiversOther,Acidification,None,459,100,0,100,100,87930.63533,2144.615213,83727.26675,92134.00391
Stream_Size,RiversOther,Acidification,Total,459,100,0,100,100,87930.63533,2144.615213,83727.26675,92134.00391
Whole_Miss_Basin,Yes,Acidification,ACID-AMD,2,0.300585454,0.182822564,0,0.658911095,1669.73281,1014.590288,0,3658.293234
Whole_Miss_Basin,Yes,Acidification,None,840,99.25116551,0.33649353,98.59165031,99.91068071,551333.823,23416.67474,505437.9839,597229.6621
Whole_Miss_Basin,Yes,Acidification,Not Assessed,2,0.448249034,0.28251267,0,1.001963692,2489.994475,1570.885397,0,5568.873276
Whole_Miss_Basin,Yes,Acidification,Total,844,100,0,100,100,555493.5503,23438.86427,509554.2205,601432.8801
Whole_Miss_Basin,Yes,Acidification_MDCat,"ACID-AMD, Episodic, or ACID-aciddep",2,0.300585454,0.182822564,0,0.658911095,1669.73281,1014.590288,0,3658.293234
Whole_Miss_Basin,Yes,Acidification_MDCat,None,840,99.25116551,0.33649353,98.59165031,99.91068071,551333.823,23416.67474,505437.9839,597229.6621
Whole_Miss_Basin,Yes,Acidification_MDCat,Not Assessed,2,0.448249034,0.28251267,0,1.001963692,2489.994475,1570.885397,0,5568.873276
Whole_Miss_Basin,Yes,Acidification_MDCat,Total,844,100,0,100,100,555493.5503,23438.86427,509554.2205,601432.8801
National,National,Acidification_MDCat,"ACID-AMD, Episodic, or ACID-aciddep",6,1.0505565,0.496625736,0.077187944,2.023925056,12714.09886,6029.593095,896.3135471,24531.88416
National,National,Acidification_MDCat,ACID-organic,3,0.174894275,0.086190692,0.005963622,0.343824927,2116.614476,1042.550936,73.25219029,4159.976763
National,National,Acidification_MDCat,None,1841,98.43146501,0.5325623,97.38766209,99.47526794,1191242.334,35962.44984,1120757.227,1261727.44
National,National,Acidification_MDCat,Not Assessed,3,0.343084212,0.174302141,0.001458292,0.684710131,4152.091375,2110.46541,15.65518096,8288.527569
National,National,Acidification_MDCat,Total,1853,100,0,100,100,1210225.139,35978.07202,1139709.413,1280740.864
WSA3_Ecoregions,Eastern Highlands,Acidification_MDCat,"ACID-AMD, Episodic, or ACID-aciddep",3,2.473127519,1.381097836,0,5.180029536,10570.72051,5946.911806,0,22226.45347
WSA3_Ecoregions,Eastern Highlands,Acidification_MDCat,ACID-organic,1,0.102934094,0.083415586,0,0.266425639,439.9641887,356.0242165,0,1137.758831
WSA3_Ecoregions,Eastern Highlands,Acidification_MDCat,None,499,97.42393839,1.383361319,94.71260002,100,416412.5045,24023.99619,369326.3372,463498.6718
WSA3_Ecoregions,Eastern Highlands,Acidification_MDCat,Total,503,100,0,100,100,427423.1892,24023.93031,380337.151,474509.2274
WSA3_Ecoregions,Plains and Lowlands,Acidification_MDCat,"ACID-AMD, Episodic, or ACID-aciddep",3,0.388119389,0.182233406,0.030948476,0.745290302,2143.37834,1003.366347,176.8164377,4109.940243
WSA3_Ecoregions,Plains and Lowlands,Acidification_MDCat,ACID-organic,2,0.303605049,0.177510242,0,0.651518729,1676.650288,979.8717882,0,3597.163702
WSA3_Ecoregions,Plains and Lowlands,Acidification_MDCat,None,893,98.55642175,0.458952693,97.656891,99.4559525,544275.0491,23231.56737,498742.0138,589808.0845
WSA3_Ecoregions,Plains and Lowlands,Acidification_MDCat,Not Assessed,3,0.751853809,0.381634978,0.003862996,1.499844622,4152.091375,2110.46541,15.65518096,8288.527569
WSA3_Ecoregions,Plains and Lowlands,Acidification_MDCat,Total,901,100,0,100,100,552247.1691,23256.93062,506664.4227,597829.9155
WSA3_Ecoregions,West,Acidification_MDCat,None,449,100,0,100,100,230554.7803,13340.38394,204408.1082,256701.4523
WSA3_Ecoregions,West,Acidification_MDCat,Total,449,100,0,100,100,230554.7803,13340.38394,204408.1082,256701.4523
WSA9_Ecoregions,Coastal Plains,Acidification_MDCat,"ACID-AMD, Episodic, or ACID-aciddep",2,0.808780834,0.451694636,0,1.694086052,1608.049685,886.9093548,0,3346.360078
WSA9_Ecoregions,Coastal Plains,Acidification_MDCat,ACID-organic,2,0.84328403,0.496226228,0,1.815869565,1676.650288,979.8717882,0,3597.163702
WSA9_Ecoregions,Coastal Plains,Acidification_MDCat,None,214,98.34793514,0.677306524,97.02043874,99.67543153,195539.2109,18677.26984,158932.4347,232145.9871
WSA9_Ecoregions,Coastal Plains,Acidification_MDCat,Total,218,100,0,100,100,198823.9108,18676.69319,162218.2649,235429.5568
WSA9_Ecoregions,Northern Appalachians,Acidification_MDCat,ACID-organic,1,0.318625957,0.258714199,0,0.825696469,439.9641887,356.0242165,0,1137.758831
WSA9_Ecoregions,Northern Appalachians,Acidification_MDCat,None,251,99.68137404,0.258714199,99.17430353,100,137641.7517,12649.76354,112848.6707,162434.8326
WSA9_Ecoregions,Northern Appalachians,Acidification_MDCat,Total,252,100,0,100,100,138081.7159,12654.18848,113279.9622,162883.4695
WSA9_Ecoregions,Northern Plains,Acidification_MDCat,None,172,100,0,100,100,27107.72454,1154.911258,24844.14006,29371.30901
WSA9_Ecoregions,Northern Plains,Acidification_MDCat,Total,172,100,0,100,100,27107.72454,1154.911258,24844.14006,29371.30901
WSA9_Ecoregions,Southern Appalachians,Acidification_MDCat,"ACID-AMD, Episodic, or ACID-aciddep",3,3.65337205,2.098650238,0,7.766650932,10570.72051,6140.684256,0,22606.2405
WSA9_Ecoregions,Southern Appalachians,Acidification_MDCat,None,248,96.34662795,2.098650238,92.23334907,100,278770.7528,20643.03528,238311.1471,319230.3585
WSA9_Ecoregions,Southern Appalachians,Acidification_MDCat,Total,251,100,0,100,100,289341.4733,20661.43344,248845.8079,329837.1387
WSA9_Ecoregions,Southern Plains,Acidification_MDCat,None,133,100,0,100,100,38817.63587,3944.406241,31086.7417,46548.53004
WSA9_Ecoregions,Southern Plains,Acidification_MDCat,Total,133,100,0,100,100,38817.63587,3944.406241,31086.7417,46548.53004
WSA9_Ecoregions,Temporate Plains,Acidification_MDCat,"ACID-AMD, Episodic, or ACID-aciddep",1,0.288042962,0.252677914,0,0.783282573,535.3286559,469.1492973,0,1454.844382
