"Type","Subpopulation","Response","Stressor","NResp","Estimate","Estimate.num","Estimate.denom","StdError.log","LCB95Pct","UCB95Pct","WeightTotal","CellCounts.11","CellCounts.12","CellCounts.21","CellCounts.22","CellProportions.11","CellProportions.12","CellProportions.21","CellProportions.22"
"Major_Basins","California Region","Fish_MMI","Total_Phosphorus",33,1.10734510870244,0.295940815563597,0.267252560414858,0.753486501315055,0.252879788115575,4.84899642990371,12200.5573919358,3,9,1,20,0.0191252897282036,0.249981260277348,0.0455000972491923,0.685393352745256
"Major_Basins","Great Basin Region","Fish_MMI","Total_Phosphorus",19,7.33658741421135,0.510883563513122,0.0696350407443539,0.721815346588695,1.78272255627359,30.1928725235156,5066.40403667994,7,4,2,6,0.179392022357074,0.0451833423962115,0.171748697699516,0.603675937547198
"Major_Basins","Great Lakes Region","Fish_MMI","Total_Phosphorus",101,1.48471530819272,0.562388018021379,0.378785087563993,0.313115579617088,0.803745809743349,2.74263270757914,89511.7689727456,34,17,21,29,0.267220577752779,0.198804066099309,0.207932820239104,0.326042535908808
"Major_Basins","Lower Colorado Region","Fish_MMI","Total_Phosphorus",21,0.94445645131019,0.741137502082197,0.784723849420542,0.314574396600046,0.509818658244912,1.74963778589863,2269.18337819229,8,9,3,1,0.322208257727725,0.443566501952859,0.11254002693267,0.121685213386746
"Major_Basins","Lower Mississippi Region","Fish_MMI","Total_Phosphorus",55,23.8523720687292,0.90242563230054,0.0378337898511835,0.774053307368613,5.23186110001652,108.744410913986,63842.5124190699,29,2,12,12,0.548890938505031,0.0148217834593901,0.0593485871229722,0.376938690912606
"Major_Basins","Mid-Atlantic Region","Fish_MMI","Total_Phosphorus",123,1.42797121999029,0.629236422065328,0.440650633049599,0.295443292316383,0.800272085095274,2.54801066174611,73468.5985754318,62,30,15,16,0.361212905370038,0.187695321126369,0.212836677113502,0.238255096390091
"Major_Basins","Missouri Region","Fish_MMI","Total_Phosphorus",294,1.31275410136256,0.47129370064486,0.359011409795396,0.301046519785427,0.727666064474184,2.36828871755824,115536.46607011,92,36,85,81,0.313404666882328,0.120273121674998,0.351583357471708,0.214738853970965
"Major_Basins","New England Region","Fish_MMI","Total_Phosphorus",120,1.02885033961632,0.253427451580989,0.246321006877927,0.524664084825096,0.367923329409971,2.87704784316383,51009.5692352192,34,29,13,44,0.101183304122439,0.147975017936355,0.298076142678664,0.452765535262542
"Major_Basins","Ohio-Tennessee Region","Fish_MMI","Total_Phosphorus",150,3.08095844292406,0.34807712107116,0.112976895832717,0.35517255010299,1.53589815140288,6.1802958212788,171214.135311066,59,16,44,31,0.233505803615232,0.0371869077686071,0.437339217444036,0.291968071172125
"Major_Basins","Pacific Northwest Region","Fish_MMI","Total_Phosphorus",119,0.425076401846618,0.162566108390545,0.38243973950171,0.387875869165385,0.198749688807033,0.909133234328232,72874.1555562942,17,18,36,48,0.083441212120887,0.186142763808866,0.429834358949744,0.300581665120503
"Major_Basins","Rio Grande-Texas-Gulf Region","Fish_MMI","Total_Phosphorus",64,0.802943923528202,0.593971516541259,0.739742215037009,0.314801224475017,0.433237386949965,1.48814244511479,38151.8690251261,27,18,7,12,0.402341962471023,0.238658701380042,0.275033890185836,0.0839654459630995
"Major_Basins","Souris-Red-Rainy Region","Fish_MMI","Total_Phosphorus",24,1.49980049751918,0.845183200640274,0.563530417571065,0.332114702835946,0.782234462907086,2.8756103687878,20645.3065663354,15,5,2,2,0.520044943183889,0.216787671423097,0.0952594580275,0.167907927365514
"Major_Basins","South-Atlantic Region","Fish_MMI","Total_Phosphorus",129,0.643225964624858,0.440153973486042,0.684291365232354,0.213606665600169,0.423195697330033,0.977655595692224,151509.914549484,38,31,31,29,0.262671483796048,0.275925568075451,0.334100327022054,0.127302621106447
"Major_Basins","Upper Colorado Region","Fish_MMI","Total_Phosphorus",50,1.32529055454926,0.76213326522236,0.575068812349277,0.223297863943429,0.855538615016103,2.05296993396895,19202.6525595686,19,14,6,11,0.311719844452603,0.339860130462443,0.0972897850662655,0.251130240018688
"Major_Basins","Upper Mississippi Region","Fish_MMI","Total_Phosphorus",151,0.719847977641424,0.314224076511881,0.436514495104138,0.273989000260949,0.420746904052635,1.2315743881258,107601.585331669,55,16,59,21,0.196872528898944,0.163022681535397,0.429662939306974,0.210441850258685
"Land_Owner","BLM","Fish_MMI","Total_Phosphorus",34,0.729311371135443,0.370811915819563,0.508441154896923,0.503577408270902,0.27181105605993,1.95685592697225,12989.3061159189,14,7,8,5,0.310021520891709,0.0833531428876688,0.526039855956184,0.0805854802644383
"Land_Owner","DOD","Fish_MMI","Total_Phosphorus",12,0.373053567954331,0.275792721066418,0.739284501630018,0.652267079757297,0.103886820125686,1.33962098748509,5625.61600466167,3,3,4,2,0.194321027014688,0.218391408232565,0.510269820282877,0.0770177444698695
"Land_Owner","FWS","Fish_MMI","Total_Phosphorus",8,NA,0.673639816055187,0,NA,NA,NA,3078.74425697895,5,0,2,1,0.582764823787172,0,0.282333719823008,0.13490145638982
"Land_Owner","Local Government","Fish_MMI","Total_Phosphorus",15,1.42239546907112,0.659556286560285,0.463694029474801,0.606351176142784,0.433404387338101,4.66817810234977,3401.98069195731,8,1,3,3,0.492646520357046,0.1173441351808,0.254289761497371,0.135719582964782
"Land_Owner","Native American","Fish_MMI","Total_Phosphorus",20,0.599051269390427,0.599051269390427,1,0.242602661906309,0.372357608693612,0.963757460515775,2995.56411260101,9,6,5,0,0.463822176445395,0.22573876369987,0.310439059854736,0
"Land_Owner","Non-Governmental Organization","Fish_MMI","Total_Phosphorus",6,10.6207347020222,1,0.0941554448026653,0.912771912508535,1.77501366197627,63.5488098075529,1231.57725770816,1,2,0,3,0.0120514808015548,0.0930207322672642,0,0.894927786931181
"Land_Owner","NPS","Fish_MMI","Total_Phosphorus",20,0.181813730622991,0.153387278968046,0.843650688220625,0.551244920003522,0.0617171910329133,0.535608184523838,6664.08057257811,7,6,4,3,0.0854363446281667,0.373739288595216,0.47156124476101,0.0692631220156064
"Land_Owner","Other Fed","Fish_MMI","Total_Phosphorus",18,13.9142778891103,0.0753989227746334,0.00541881679922771,1.27928770963872,1.13378054364198,170.762437458548,10121.639394596,4,1,5,8,0.0621072517094992,0.000955254104529323,0.761608120128599,0.175329374057372
"Land_Owner","Private","Fish_MMI","Total_Phosphorus",1220,1.25168405111183,0.478623625043342,0.382383737028684,0.10643344874138,1.01601098306931,1.54202364926682,844673.272059439,434,201,284,301,0.287703957292475,0.15253023922553,0.31340292970338,0.246362873778615
"Land_Owner","Regional Agency","Fish_MMI","Total_Phosphorus",4,1.41874826302266,1,0.704846677922615,0.41721619667867,0.626282493994377,3.21395959991159,1083.83697839321,2,1,0,1,0.927826405079224,0.0508713186136414,0,0.0213022763071344
"Land_Owner","State","Fish_MMI","Total_Phosphorus",85,1.59625586402146,0.510435737987304,0.319770626684722,0.295581657211819,0.894340592290952,2.84906310346021,49787.1650784001,22,18,21,24,0.257323350502169,0.158566300798086,0.246801520371526,0.337308828328219
"Land_Owner","USFS","Fish_MMI","Total_Phosphorus",104,1.35402361685896,0.44175808989402,0.326255823305949,0.336752765794234,0.699812612626074,2.61981553623619,95262.7834410361,19,24,17,44,0.149637030555267,0.215742957287856,0.189093677446404,0.445526334710472
"FS_East_West","East","Fish_MMI","Total_Phosphorus",19,4.0688065050769,0.0730336808683851,0.0179496569269776,1.14531351165065,0.431096412332393,38.4025148485609,24061.7838181233,1,4,3,11,0.0103584497790668,0.0154038367297916,0.131472684238865,0.842765029252277
"FS_East_West","West","Fish_MMI","Total_Phosphorus",85,1.01840017676592,0.485366411211463,0.476596943210295,0.299544812265174,0.566168182912454,1.83185659551136,71200.9996229128,18,20,14,33,0.196705064977266,0.283445891722921,0.208566211389582,0.311282831910231
"Mississippi_Basins","Arkansas-White-Red Region","Fish_MMI","Total_Phosphorus",93,2.96006720177137,0.730655493429289,0.246837468079119,0.274591481480558,1.72810003134461,5.070307088754,42810.8869853397,29,16,16,32,0.336885019363702,0.133027545398275,0.124187295007811,0.405900140230212
"Mississippi_Basins","Upper Mississippi Region","Fish_MMI","Total_Phosphorus",151,0.719847977641424,0.314224076511881,0.436514495104138,0.273989000260949,0.420746904052635,1.2315743881258,107601.585331669,55,16,59,21,0.196872528898944,0.163022681535397,0.429662939306974,0.210441850258685
"Mississippi_Basins","Lower Mississippi Region","Fish_MMI","Total_Phosphorus",55,23.8523720687292,0.90242563230054,0.0378337898511835,0.774053307368613,5.23186110001652,108.744410913986,63842.5124190699,29,2,12,12,0.548890938505031,0.0148217834593901,0.0593485871229722,0.376938690912606
"Mississippi_Basins","Upper Missouri Region","Fish_MMI","Total_Phosphorus",184,1.18277031359264,0.55388022460012,0.468290604046122,0.321272448885265,0.630133851934468,2.2200769097254,50981.401124921,50,31,47,56,0.301177006533413,0.213653669831402,0.24258136063135,0.242587963003835
"Mississippi_Basins","Lower Missouri Region","Fish_MMI","Total_Phosphorus",110,2.18394558910289,0.424674206214488,0.194452741100081,0.408128809749033,0.981390707484305,4.86006062599513,64555.0649451893,42,5,38,25,0.323061279536914,0.0465272244805849,0.437666061114775,0.192745434867726
"Mississippi_Basins","Ohio Region","Fish_MMI","Total_Phosphorus",123,2.48884440184037,0.373169065282542,0.149936679451155,0.359781398160975,1.22956435583804,5.03783834263008,134331.825452102,50,16,31,26,0.255205330744104,0.0473969905274954,0.428681289254468,0.268716389473932
"Mississippi_Basins","Tennessee Region","Fish_MMI","Total_Phosphorus",27,NA,0.247811838996823,0,NA,NA,NA,36882.3098589642,9,0,13,5,0.154472329252716,0,0.468872906705508,0.376654764041776
"Stream_Size","SmallStreams","Fish_MMI","Total_Phosphorus",426,1.10498624543948,0.450390603967092,0.407598380365325,0.13581163881565,0.846747251327271,1.44198236332805,636188.953982225,122,71,110,123,0.268013771283937,0.16504896186343,0.327055861437619,0.239881405415014
"Stream_Size","LargeStreams","Fish_MMI","Total_Phosphorus",403,1.43355761468345,0.429533458716504,0.299627621741141,0.175091738764565,1.01713077235051,2.02047513503868,280484.599758904,107,64,107,125,0.226524370788463,0.141612088589037,0.300848680580676,0.331014860041823
"Stream_Size","RiversMajor","Fish_MMI","Total_Phosphorus",343,1.23149232728686,0.662336861531436,0.537832714711793,0.0916736287437769,1.0289611463697,1.47388786983557,49387.4636890781,142,77,64,60,0.392893735634824,0.218793994835705,0.200299484392801,0.18801278513667
"Stream_Size","RiversOther","Fish_MMI","Total_Phosphorus",374,2.15505845409609,0.644577799299206,0.299099914470564,0.130890501693547,1.66741942836837,2.78530816035628,70854.5485340606,157,58,72,87,0.406920994407006,0.110278588703935,0.22437750028117,0.258422916607889
"National","National","Fish_MMI","Total_Nitrogen",1546,1.45397358238732,0.519710812661774,0.357441716243871,0.0874226943208206,1.22501719143652,1.72572204950136,1036915.56596427,465,333,251,497,0.231610122937058,0.198147128128473,0.21404179981366,0.356200949120808
"WSA3_Ecoregions","Eastern Highlands","Fish_MMI","Total_Nitrogen",451,1.5477309558836,0.464049167848464,0.29982547424306,0.176354723751551,1.09542350592547,2.18679907710811,373699.13844022,178,89,67,117,0.212286339562349,0.162665757461951,0.245178847901733,0.379869055073967
"WSA3_Ecoregions","Plains and Lowlands","Fish_MMI","Total_Nitrogen",796,1.40685703838795,0.541725541748698,0.385060832029838,0.114642781768177,1.12374003846438,1.76130302268699,506975.053470985,238,151,162,245,0.277058703833649,0.188126320367504,0.234378698470291,0.300436277328556
"WSA3_Ecoregions","West","Fish_MMI","Total_Nitrogen",299,1.61269586519216,0.639206190123798,0.396358795182768,0.164997177140286,1.16709610762905,2.2284265508274,156241.374053062,49,93,22,135,0.130356433716929,0.315527414306501,0.0735784400859704,0.4805377118906
"WSA9_Ecoregions","Coastal Plains","Fish_MMI","Total_Nitrogen",194,1.52888691895668,0.811470803673613,0.530759203713619,0.152659456063977,1.13352577602042,2.06214561715862,186754.180358058,52,63,16,63,0.326745618770275,0.317044497466247,0.0759128839029741,0.280296999860504
"WSA9_Ecoregions","Northern Appalachians","Fish_MMI","Total_Nitrogen",237,2.1266822199491,0.633415886734133,0.297842282590434,0.257740887795796,1.2832555721866,3.52445558209505,131855.218828021,97,56,26,58,0.266650423662986,0.17245898782185,0.154321688416212,0.406568900098952
"WSA9_Ecoregions","Northern Plains","Fish_MMI","Total_Nitrogen",142,3.52903066831295,0.596162789842656,0.168931031173966,0.223597429542649,2.2768213513199,5.46993177601466,21411.5865651114,33,21,20,68,0.187148314058122,0.115899949370534,0.126773180618719,0.570178555952625
"WSA9_Ecoregions","Southern Appalachians","Fish_MMI","Total_Nitrogen",214,1.27105396670855,0.382616969172491,0.301023386255813,0.232698194121587,0.805547081210407,2.00556643301096,241843.9196122,81,33,41,59,0.182646610695199,0.157326410770051,0.294714890260233,0.365312088274517
"WSA9_Ecoregions","Southern Plains","Fish_MMI","Total_Nitrogen",117,1.05295877617192,0.415733744395942,0.394824331022114,0.288927310151679,0.597690009262354,1.85501207504841,34466.2183223394,31,25,27,34,0.239878972212655,0.167010120588591,0.337122475098765,0.255988432099989
"WSA9_Ecoregions","Temporate Plains","Fish_MMI","Total_Nitrogen",200,2.42017981324596,0.462346889962639,0.191038239155684,0.272923179080251,1.41753895660941,4.13199954832506,174090.313618745,80,22,51,47,0.29950809204939,0.0672837600834497,0.348291425048243,0.284916722818918
"WSA9_Ecoregions","Upper Midwest","Fish_MMI","Total_Nitrogen",143,0.94411798642053,0.336089637840132,0.355982666016524,0.285739843038623,0.539267287217812,1.65290718241311,90252.7546067307,42,20,48,33,0.166470486210464,0.179658849920603,0.328845249437563,0.325025414431369
"WSA9_Ecoregions","Western Mountains","Fish_MMI","Total_Nitrogen",177,1.5465827943355,0.634408320335629,0.410200037566179,0.201101675516714,1.04278582216539,2.29377719651738,127511.268320485,26,56,13,82,0.126221307105866,0.328587008138875,0.0727377907809484,0.472453893974311
"WSA9_Ecoregions","Xeric","Fish_MMI","Total_Nitrogen",122,1.97713334421973,0.657950930974109,0.332780251214553,0.260781992082756,1.18592691713512,3.29620333626352,28730.1057325776,23,37,9,53,0.148709141630724,0.257565728094256,0.077309448251894,0.516415682023126
"Std_Fed_Regions","Region_1","Fish_MMI","Total_Nitrogen",124,2.76819397203556,0.461320012537869,0.166650175962432,0.402561154094115,1.25758064016474,6.09336500744015,52446.0361625691,32,32,15,45,0.129206620806656,0.119974754329443,0.150873621313883,0.599945003550018
"Std_Fed_Regions","Region_2","Fish_MMI","Total_Nitrogen",85,1.30499358179097,0.722367800296994,0.553541266697741,0.219890237075157,0.848081259732806,2.00807202018845,46469.9102256161,54,15,10,6,0.445042014639801,0.212511225746101,0.171045821026222,0.171400938587876
"Std_Fed_Regions","Region_3","Fish_MMI","Total_Nitrogen",116,0.505714695604382,0.204783996597504,0.404939778055621,0.363925197168003,0.247817450412468,1.03199896909829,123183.457803531,43,25,23,25,0.101659441682245,0.203918446134959,0.394763342184275,0.299658769998521
"Std_Fed_Regions","Region_4","Fish_MMI","Total_Nitrogen",196,1.70441853036362,0.660522142770144,0.387535180475437,0.173395087642535,1.21333878703972,2.39425505693636,218987.640210357,57,48,20,71,0.291523801588169,0.216495147528849,0.149829762072174,0.342151288810808
"Std_Fed_Regions","Region_5","Fish_MMI","Total_Nitrogen",251,1.44021615302212,0.477132383968644,0.331292204276032,0.221747100657108,0.932558754095915,2.22422722248392,212106.715430238,95,30,68,58,0.262531542532263,0.149005995375116,0.287696342543582,0.300766119549039
"Std_Fed_Regions","Region_6","Fish_MMI","Total_Nitrogen",165,2.2860211056466,0.874403106243918,0.382500014581709,0.211393984256849,1.51057172078624,3.45954609341003,107780.683771429,48,53,14,50,0.321842478212719,0.241712828751381,0.0462285818218504,0.39021611121405
"Std_Fed_Regions","Region_7","Fish_MMI","Total_Nitrogen",157,1.35257792589042,0.331206136697171,0.24487028093345,0.345112994095894,0.687704050493075,2.66025341030685,97369.7925451217,45,17,55,40,0.219365842810458,0.0826867655799476,0.442958367115124,0.254989024494471
"Std_Fed_Regions","Region_8","Fish_MMI","Total_Nitrogen",285,1.44126060261173,0.658248086232768,0.45671690812886,0.17365229522734,1.0254852391663,2.02560899494711,107047.250455575,77,62,37,109,0.20774427642009,0.312576232914653,0.107857516832413,0.371821973832844
"Std_Fed_Regions","Region_9","Fish_MMI","Total_Nitrogen",67,1.89948411797027,0.520243934988397,0.273886962289694,0.554285160007202,0.640954621197016,5.62916592704036,15616.4527243387,7,28,1,31,0.0385474947953864,0.253593297062013,0.0355475444793072,0.672311663663294
"Std_Fed_Regions","Region_10","Fish_MMI","Total_Nitrogen",100,1.27067701441709,0.34152421888046,0.268773429443934,0.493465013799303,0.483055457042932,3.34251492541243,55907.626635492,7,23,8,62,0.0316002027663487,0.243904637132581,0.0609267719528568,0.663568388148213
"Major_Basins","Arkansas-White-Red Region","Fish_MMI","Total_Nitrogen",93,1.84900465969567,0.684207237584301,0.370040840079288,0.247222028034814,1.13894364016657,3.00174487218374,42810.8869853397,21,24,10,38,0.217505619317014,0.252406945444964,0.100388736908961,0.429698698329062
"Major_Basins","California Region","Fish_MMI","Total_Nitrogen",33,1.28695138610766,0.339612669306425,0.263889275828492,0.842795378527425,0.246702423115267,6.7135289929057,12200.5573919358,2,10,1,20,0.0233990095846799,0.245707540420871,0.0455000972491923,0.685393352745256
"Major_Basins","Great Basin Region","Fish_MMI","Total_Nitrogen",19,0.630248894755675,0.153010566280509,0.242778000173765,0.917593041152473,0.104341116620168,3.80687577637034,5066.40403667994,3,8,2,6,0.0310267925982724,0.193548572155013,0.171748697699516,0.603675937547198
"Major_Basins","Great Lakes Region","Fish_MMI","Total_Nitrogen",101,1.66877175979172,0.569318859036458,0.341160410760734,0.347526400104265,0.844465543000198,3.29770611644449,89511.7689727456,39,12,24,26,0.311571029936723,0.154453613915365,0.235698790817222,0.29827656533069
"Major_Basins","Lower Colorado Region","Fish_MMI","Total_Nitrogen",21,1.73379246037836,1,0.576770301436064,0.269961875232349,1.02142185303193,2.94299195454052,2269.18337819229,5,12,0,4,0.446576549060315,0.319198210620269,0,0.234225240319416
"Major_Basins","Lower Mississippi Region","Fish_MMI","Total_Nitrogen",55,3.00038842595115,0.927338294433984,0.309072747519351,0.339649357726042,1.54193981991758,5.83831521197941,63842.5124190699,16,15,6,18,0.381935239275446,0.181777482688976,0.0299265824220677,0.406360695613511
"Major_Basins","Mid-Atlantic Region","Fish_MMI","Total_Nitrogen",123,1.20610256287336,0.612346300407632,0.507706657175829,0.211861661448985,0.796246006403671,1.8269270809155,73468.5985754318,67,25,15,16,0.241109657537294,0.307798568959113,0.152637569116627,0.298454204386966
"Major_Basins","Missouri Region","Fish_MMI","Total_Nitrogen",294,0.817196827591832,0.388874738170966,0.475864228838146,0.20590971983748,0.545828239149311,1.22348132091325,115536.46607011,79,49,60,106,0.188588768513828,0.245089020043498,0.296371425611501,0.269950785831172
"Major_Basins","New England Region","Fish_MMI","Total_Nitrogen",120,2.92345071757937,0.472880929909356,0.161754370294603,0.410176050366265,1.30843842622467,6.53188100167264,51009.5692352192,32,31,14,43,0.132845174128437,0.116313147930358,0.14808214969894,0.602759528242266
"Major_Basins","Ohio-Tennessee Region","Fish_MMI","Total_Nitrogen",150,1.08017684506858,0.281444118148548,0.260553741207701,0.30709671011866,0.591689237584543,1.97195071755144,171214.135311066,48,27,32,43,0.136596554874892,0.134096156508947,0.34874510290598,0.380562185710181
"Major_Basins","Pacific Northwest Region","Fish_MMI","Total_Nitrogen",119,2.06534896723551,0.50581644204148,0.244906042545692,0.39671370573087,0.949095956816667,4.49445214240309,72874.1555562942,8,27,8,76,0.0478421116421009,0.221741864287652,0.0467418276403188,0.683674196429928
"Major_Basins","Rio Grande-Texas-Gulf Region","Fish_MMI","Total_Nitrogen",64,1.82929561842446,0.923781039918008,0.504992758203644,0.300269147678456,1.01553368229279,3.29513685063786,38151.8690251261,21,24,4,15,0.300012034724837,0.340988629126228,0.0247532741101064,0.334246062038829
"Major_Basins","Souris-Red-Rainy Region","Fish_MMI","Total_Nitrogen",24,2.07437757263861,0.918045687490438,0.442564410452377,0.445613346647683,0.866125928716448,4.96814859271436,20645.3065663354,13,7,1,3,0.568164655131246,0.16866795947574,0.0507202902186703,0.212447095174344
"Major_Basins","South-Atlantic Region","Fish_MMI","Total_Nitrogen",129,1.53109253151552,0.657990007108116,0.429751953957231,0.232589497758851,0.970556670163698,2.41536059884808,151509.914549484,36,33,10,50,0.313790736301743,0.224806315569756,0.163102123638276,0.298300824490225
"Major_Basins","Upper Colorado Region","Fish_MMI","Total_Nitrogen",50,1.19761491567576,0.720021335881698,0.601212732454506,0.221876531105939,0.775274591090583,1.85003030246542,19202.6525595686,16,17,5,12,0.305242955097436,0.346337019817611,0.118693031082268,0.229726994002685
"Major_Basins","Upper Mississippi Region","Fish_MMI","Total_Nitrogen",151,1.02741063970754,0.362783621127199,0.353104792870812,0.312808487245905,0.556520275978241,1.89673704292048,107601.585331669,59,12,59,21,0.2545196802141,0.105375530220241,0.447054661602342,0.193050127963317
