Type,Subpopulation,Indicator,Category,NResp,Estimate.P,StdError.P,LCB95Pct.P,UCB95Pct.P,Estimate.U,StdError.U,LCB95Pct.U,UCB95Pct.U
WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,10 - 100,42,60.73507705,6.936414466,47.13995451,74.33019959,78797.21487,13382.06632,52568.84685,105025.5829
WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,100 - 1000,31,36.76384045,6.932374494,23.17663611,50.35104478,47697.11962,10577.18076,26966.22627,68428.01296
WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,> 1000,1,1.962381744,1.662363831,0,5.220554983,2545.978756,2159.939512,0,6779.382409
WSA9_Ecoregions,Coastal Plains,Phosphorus_Conc_Class,Total,75,100,0,100,100,129739.2194,15646.82442,99072.00707,160406.4317
WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,< 10,3,1.408294006,1.025711384,0,3.418651377,1584.587688,1137.171877,0,3813.403612
WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,10 - 100,100,81.58026505,3.574319968,74.57472664,88.58580346,91792.68185,9351.537906,73464.00436,110121.3593
WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,100 - 1000,22,17.01144095,3.358639434,10.42862862,23.59425327,19140.97467,3538.515673,12205.61139,26076.33795
WSA9_Ecoregions,Northern Appalachians,Phosphorus_Conc_Class,Total,125,100,0,100,100,112518.2442,8617.752285,95627.7601,129408.7283
WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,< 10,1,1.333994476,1.10947004,0,3.508515796,281.3147988,233.8407656,0,739.6342775
WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,10 - 100,61,57.51476026,4.063010372,49.55140627,65.47811426,12128.80076,1111.970949,9949.377746,14308.22377
WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,100 - 1000,50,39.66691307,4.005001539,31.81725429,47.51657184,8365.019397,868.9864024,6661.837346,10068.20145
WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,> 1000,3,1.484332193,0.849843613,0,3.149995066,313.0182468,178.4074673,0,662.6904572
WSA9_Ecoregions,Northern Plains,Phosphorus_Conc_Class,Total,115,100,0,100,100,21088.1532,977.2156921,19172.84564,23003.46076
WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,< 10,2,2.287796238,1.405426082,0,5.042380742,4939.060932,3031.830721,0,10881.33995
WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,10 - 100,109,76.76976181,4.827334303,67.30836044,86.23116319,165736.146,12108.12421,142004.6587,189467.6334
WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,100 - 1000,20,20.26960402,4.689413229,11.07852298,29.46068506,43759.49557,11614.37686,20995.73523,66523.25591
WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,> 1000,1,0.672837927,0.535024508,0,1.721466695,1452.57146,1152.182611,0,3710.807881
WSA9_Ecoregions,Southern Appalachians,Phosphorus_Conc_Class,Total,132,100,0,100,100,215887.274,14413.63133,187637.0757,244137.4723
WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,10 - 100,29,26.253376,4.729651595,16.98342922,35.52332279,7128.709648,961.2651237,5244.664626,9012.75467
WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,100 - 1000,49,65.69517762,5.769283454,54.38758983,77.00276541,17838.53804,3461.581098,11053.96376,24623.11232
WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,> 1000,8,8.051446378,2.856694431,2.452428177,13.65046458,2186.249245,747.2579687,721.6505394,3650.847951
WSA9_Ecoregions,Southern Plains,Phosphorus_Conc_Class,Total,86,100,0,100,100,27153.49693,3347.152427,20593.19873,33713.79514
WSA9_Ecoregions,Temporate Plains,Phosphorus_Conc_Class,10 - 100,35,32.16215424,4.334530381,23.6666308,40.65767767,39629.98471,5455.934167,28936.55024,50323.41918
WSA9_Ecoregions,Temporate Plains,Phosphorus_Conc_Class,100 - 1000,77,65.4424818,4.444065665,56.73227315,74.15269045,80637.77488,7654.66627,65634.90468,95640.64508
WSA9_Ecoregions,Temporate Plains,Phosphorus_Conc_Class,> 1000,4,2.395363964,1.128325179,0.18388725,4.606840679,2951.550962,1381.401976,244.052841,5659.049083
WSA9_Ecoregions,Temporate Plains,Phosphorus_Conc_Class,Total,116,100,0,100,100,123219.3106,6822.199592,109848.0451,136590.576
WSA9_Ecoregions,Upper Midwest,Phosphorus_Conc_Class,10 - 100,46,74.86175316,4.656312782,65.7355478,83.98795851,57596.29867,5310.171628,47188.55353,68004.04382
WSA9_Ecoregions,Upper Midwest,Phosphorus_Conc_Class,100 - 1000,22,25.13824684,4.656312782,16.01204149,34.2644522,19340.58331,3827.095747,11839.61348,26841.55314
WSA9_Ecoregions,Upper Midwest,Phosphorus_Conc_Class,Total,68,100,0,100,100,76936.88198,5266.420066,66614.88832,87258.87564
WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,< 10,10,3.509309847,1.067546885,1.416956401,5.601663293,6827.139961,2040.119722,2828.578781,10825.70114
WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,10 - 100,140,82.97732002,3.211804416,76.68229904,89.272341,161427.1187,11423.14067,139038.1744,183816.063
WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,100 - 1000,24,13.51337013,3.040924963,7.553266725,19.47347354,26289.40539,6093.760869,14345.85356,38232.95723
WSA9_Ecoregions,Western Mountains,Phosphorus_Conc_Class,Total,174,100,0,100,100,194543.6641,11031.87701,172921.5825,216165.7457
WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,< 10,2,2.44234898,1.457967856,0,5.29991347,682.5846887,405.8999714,0,1478.134014
WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,10 - 100,48,54.80583784,6.698552106,41.67691697,67.93475872,15317.06815,2333.730433,10743.04055,19891.09574
WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,100 - 1000,36,41.20376217,6.54012377,28.38535513,54.02216921,11515.57677,2141.945107,7317.441502,15713.71203
WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,> 1000,1,1.548051007,1.377995427,0,4.248872415,432.6473911,386.3058413,0,1189.792927
WSA9_Ecoregions,Xeric,Phosphorus_Conc_Class,Total,87,100,0,100,100,27947.87699,2564.309456,22921.92281,32973.83117
Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,< 10,1,3.342890862,3.033371984,0,9.288190702,1268.920747,1124.833353,0,3473.553607
Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,10 - 100,56,93.25333875,3.702097678,85.99736063,100,35397.83413,3569.70078,28401.34916,42394.31909
Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,100 - 1000,3,3.403770391,2.030157718,0,7.382806401,1292.029876,774.9137457,0,2810.832909
Std_Fed_Regions,Region_1,Phosphorus_Conc_Class,Total,60,100,0,100,100,37958.78475,3151.304218,31782.34198,44135.22752
Std_Fed_Regions,Region_2,Phosphorus_Conc_Class,10 - 100,27,61.68822203,7.548715956,46.89301063,76.48343344,26034.20104,3587.173796,19003.4696,33064.93249
Std_Fed_Regions,Region_2,Phosphorus_Conc_Class,100 - 1000,16,38.31177797,7.548715956,23.51656656,53.10698937,16168.6704,3297.694408,9705.308133,22632.03268
Std_Fed_Regions,Region_2,Phosphorus_Conc_Class,Total,43,100,0,100,100,42202.87145,2510.197663,37282.97443,47122.76846
Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,< 10,3,2.622293261,2.041637332,0,6.623828901,2806.259154,2171.659701,0,7062.633955
Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,10 - 100,59,77.35676678,8.822006987,60.06595081,94.64758274,82783.69856,10495.46491,62212.96533,103354.4318
Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,100 - 1000,8,18.66359264,8.770892119,1.472959973,35.8542253,19972.92921,10763.67058,0,41069.3359
Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,> 1000,1,1.357347323,1.166786054,0,3.644205967,1452.57146,1242.952391,0,3888.713381
Std_Fed_Regions,Region_3,Phosphorus_Conc_Class,Total,71,100,0,100,100,107015.4584,13139.82059,81261.88328,132769.0335
Std_Fed_Regions,Region_4,Phosphorus_Conc_Class,< 10,2,1.662883365,1.171909937,0,3.959784634,3147.37488,2212.95664,0,7484.690194
Std_Fed_Regions,Region_4,Phosphorus_Conc_Class,10 - 100,73,73.47120572,3.938528874,65.75183098,81.19058046,139060.5211,12503.46623,114554.1777,163566.8646
Std_Fed_Regions,Region_4,Phosphorus_Conc_Class,100 - 1000,22,24.86591091,3.759722895,17.49698945,32.23483238,47064.24097,7454.323089,32454.03619,61674.44575
Std_Fed_Regions,Region_4,Phosphorus_Conc_Class,Total,97,100,0,100,100,189272.137,12473.92668,164823.69,213720.584
Std_Fed_Regions,Region_5,Phosphorus_Conc_Class,10 - 100,75,60.2733133,4.156671573,52.12638672,68.42023988,99262.75823,9099.043841,81428.96001,117096.5565
Std_Fed_Regions,Region_5,Phosphorus_Conc_Class,100 - 1000,54,39.23088574,4.176440379,31.04521302,47.41655847,64608.45958,7751.605593,49415.5918,79801.32737
Std_Fed_Regions,Region_5,Phosphorus_Conc_Class,> 1000,1,0.495800955,0.410343006,0,1.300058467,816.5233932,673.7185095,0,2136.987408
Std_Fed_Regions,Region_5,Phosphorus_Conc_Class,Total,130,100,0,100,100,164687.7412,9572.163241,145926.646,183448.8364
Std_Fed_Regions,Region_6,Phosphorus_Conc_Class,10 - 100,51,54.31452446,8.945526703,36.7816143,71.84743463,42245.66852,8824.217051,24950.52091,59540.81613
Std_Fed_Regions,Region_6,Phosphorus_Conc_Class,100 - 1000,40,40.41410941,9.118111297,22.54293966,58.28527916,31433.96884,9501.603696,12811.1678,50056.76988
Std_Fed_Regions,Region_6,Phosphorus_Conc_Class,> 1000,5,5.271366123,2.683586351,0.011633526,10.53109872,4100.052206,2062.895926,56.8504884,8143.253924
Std_Fed_Regions,Region_6,Phosphorus_Conc_Class,Total,96,100,0,100,100,77779.68956,12298.21559,53675.62993,101883.7492
Std_Fed_Regions,Region_7,Phosphorus_Conc_Class,10 - 100,27,28.02844973,4.931909462,18.36208481,37.69481465,18375.87314,3474.749863,11565.48856,25186.25773
Std_Fed_Regions,Region_7,Phosphorus_Conc_Class,100 - 1000,68,68.7228982,5.066551177,58.79264036,78.65315603,45055.76554,5016.587206,35223.43529,54888.09579
Std_Fed_Regions,Region_7,Phosphorus_Conc_Class,> 1000,5,3.248652073,1.772569578,0,6.722824606,2129.865153,1158.459092,0,4400.403252
Std_Fed_Regions,Region_7,Phosphorus_Conc_Class,Total,100,100,0,100,100,65561.50383,5106.674645,55552.60545,75570.40222
Std_Fed_Regions,Region_8,Phosphorus_Conc_Class,< 10,2,0.663047101,0.440865586,0,1.527127773,789.5420783,512.6657864,0,1794.348556
Std_Fed_Regions,Region_8,Phosphorus_Conc_Class,10 - 100,136,74.05726704,3.434938221,67.32491184,80.78962224,88185.78414,9027.543336,70492.12433,105879.4439
Std_Fed_Regions,Region_8,Phosphorus_Conc_Class,100 - 1000,83,24.48158895,3.340558364,17.93421486,31.02896303,29152.14407,3737.344938,21827.08259,36477.20554
Std_Fed_Regions,Region_8,Phosphorus_Conc_Class,> 1000,5,0.798096912,0.378824874,0.055613802,1.540580021,950.3564578,446.7780645,74.68754227,1826.025373
Std_Fed_Regions,Region_8,Phosphorus_Conc_Class,Total,226,100,0,100,100,119077.8267,8801.295187,101827.6052,136328.0483
Std_Fed_Regions,Region_9,Phosphorus_Conc_Class,< 10,9,28.06486641,7.579307631,13.20969642,42.92003639,5505.956402,1749.294008,2077.403148,8934.509656
Std_Fed_Regions,Region_9,Phosphorus_Conc_Class,10 - 100,41,60.78041922,7.562543118,45.95810708,75.60273136,11924.3161,1595.97355,8796.26542,15052.36678
Std_Fed_Regions,Region_9,Phosphorus_Conc_Class,100 - 1000,19,8.94943152,2.684735515,3.687446604,14.21141644,1755.760354,528.8268649,719.2787446,2792.241963
Std_Fed_Regions,Region_9,Phosphorus_Conc_Class,> 1000,1,2.205282851,1.888614293,0,5.906898846,432.6473911,370.9760917,0,1159.74717
Std_Fed_Regions,Region_9,Phosphorus_Conc_Class,Total,70,100,0,100,100,19618.68025,1906.395649,15882.21343,23355.14706
Std_Fed_Regions,Region_10,Phosphorus_Conc_Class,< 10,2,1.412761238,1.016779859,0,3.405613142,1495.540968,1057.798257,0,3568.787455
Std_Fed_Regions,Region_10,Phosphorus_Conc_Class,10 - 100,65,81.50749527,4.831272324,72.03837552,90.97661503,86283.36843,7972.808891,70656.95015,101909.7867
Std_Fed_Regions,Region_10,Phosphorus_Conc_Class,100 - 1000,18,17.07974349,4.71301592,7.842402026,26.31708495,18080.51879,5327.067364,7639.658618,28521.37897
Std_Fed_Regions,Region_10,Phosphorus_Conc_Class,Total,85,100,0,100,100,105859.4282,7968.807255,90240.85298,121478.0034
Major_Basins,Arkansas-White-Red Region,Phosphorus_Conc_Class,10 - 100,37,73.44572418,5.782835535,62.1115748,84.77987356,22107.74005,3021.284722,16186.13081,28029.34929
Major_Basins,Arkansas-White-Red Region,Phosphorus_Conc_Class,100 - 1000,18,23.58492396,5.75289837,12.30945035,34.86039757,7099.247422,1803.330866,3564.783873,10633.71097
Major_Basins,Arkansas-White-Red Region,Phosphorus_Conc_Class,> 1000,2,2.969351859,1.902729459,0,6.698633071,893.7982401,573.6452006,0,2018.122173
Major_Basins,Arkansas-White-Red Region,Phosphorus_Conc_Class,Total,57,100,0,100,100,30100.78571,3067.930502,24087.75242,36113.819
Major_Basins,California Region,Phosphorus_Conc_Class,< 10,9,29.63687719,8.229733287,13.50689635,45.76685804,5505.956402,1753.218939,2069.710425,8942.20238
Major_Basins,California Region,Phosphorus_Conc_Class,10 - 100,27,68.03431439,8.293374551,51.77959896,84.28902982,12639.45477,2021.188874,8677.997373,16600.91217
Major_Basins,California Region,Phosphorus_Conc_Class,> 1000,1,2.328808414,1.999479025,0,6.247715292,432.6473911,370.8368732,0,1159.474307
Major_Basins,California Region,Phosphorus_Conc_Class,Total,37,100,0,100,100,18578.05857,2231.434393,14204.52752,22951.58961
Major_Basins,Great Basin Region,Phosphorus_Conc_Class,10 - 100,10,65.56857943,11.67465417,42.68667772,88.45048113,3630.2625,1053.958098,1564.542587,5695.982413
Major_Basins,Great Basin Region,Phosphorus_Conc_Class,100 - 1000,10,34.43142057,11.67465417,11.54951887,57.31332228,1906.32611,692.8374419,548.3896765,3264.262543
Major_Basins,Great Basin Region,Phosphorus_Conc_Class,Total,20,100,0,100,100,5536.58861,1112.497705,3356.133174,7717.044045
Major_Basins,Great Lakes Region,Phosphorus_Conc_Class,10 - 100,42,75.52734501,5.519635849,64.70905754,86.34563248,63340.4728,7429.312571,48779.28773,77901.65787
Major_Basins,Great Lakes Region,Phosphorus_Conc_Class,100 - 1000,14,24.47265499,5.519635849,13.65436752,35.29094246,20523.81872,4602.303928,11503.46877,29544.16867
Major_Basins,Great Lakes Region,Phosphorus_Conc_Class,Total,56,100,0,100,100,83864.29152,6610.687885,70907.58135,96821.00169
Major_Basins,Lower Colorado Region,Phosphorus_Conc_Class,10 - 100,9,63.41425278,11.34941252,41.16981299,85.65869257,1147.345857,337.2628549,486.3228081,1808.368906
Major_Basins,Lower Colorado Region,Phosphorus_Conc_Class,100 - 1000,6,36.58574722,11.34941252,14.34130743,58.83018701,661.9411828,243.2394065,185.2007064,1138.681659
Major_Basins,Lower Colorado Region,Phosphorus_Conc_Class,Total,15,100,0,100,100,1809.28704,399.1767259,1026.915034,2591.659046
Major_Basins,Lower Mississippi Region,Phosphorus_Conc_Class,10 - 100,8,49.9193878,12.75216236,24.92560885,74.91316676,24151.62654,10198.6519,4162.636132,44140.61694
Major_Basins,Lower Mississippi Region,Phosphorus_Conc_Class,100 - 1000,13,50.0806122,12.75216236,25.08683324,75.07439115,24229.62892,4412.451513,15581.38287,32877.87497
Major_Basins,Lower Mississippi Region,Phosphorus_Conc_Class,Total,21,100,0,100,100,48381.25546,9745.700525,29280.03343,67482.47749
Major_Basins,Mid-Atlantic Region,Phosphorus_Conc_Class,< 10,2,0.55741483,0.30736637,0,1.159841846,315.6669417,166.9367943,0,642.8570463
Major_Basins,Mid-Atlantic Region,Phosphorus_Conc_Class,10 - 100,49,80.88519469,4.994841944,71.09548437,90.674905,45805.70993,6148.489114,33754.89271,57856.52715
Major_Basins,Mid-Atlantic Region,Phosphorus_Conc_Class,100 - 1000,14,15.99239312,4.542703882,7.088857117,24.89592912,9056.57609,2545.205891,4068.064211,14045.08797
Major_Basins,Mid-Atlantic Region,Phosphorus_Conc_Class,> 1000,1,2.564997366,2.092189686,0,6.665613799,1452.57146,1190.449207,0,3785.80903
Major_Basins,Mid-Atlantic Region,Phosphorus_Conc_Class,Total,66,100,0,100,100,56630.52442,6004.679831,44861.56821,68399.48063
Major_Basins,Missouri Region,Phosphorus_Conc_Class,< 10,1,0.280428196,0.250046351,0,0.770510038,281.3147988,249.140461,0,769.6211294
Major_Basins,Missouri Region,Phosphorus_Conc_Class,10 - 100,104,50.79661799,4.821402892,41.34684196,60.24639401,50957.2167,7324.309043,36601.83476,65312.59863
Major_Basins,Missouri Region,Phosphorus_Conc_Class,100 - 1000,113,46.32685806,4.78398891,36.95041209,55.70330403,46473.32517,5157.247542,36365.30573,56581.34461
Major_Basins,Missouri Region,Phosphorus_Conc_Class,> 1000,9,2.596095759,1.184031956,0.275435769,4.916755749,2604.303582,1175.087904,301.1736105,4907.433553
Major_Basins,Missouri Region,Phosphorus_Conc_Class,Total,227,100,0,100,100,100316.1602,8111.440663,84418.02868,116214.2918
Major_Basins,New England Region,Phosphorus_Conc_Class,< 10,1,3.452774826,3.13588243,0,9.598991448,1268.920747,1124.833353,0,3473.553607
Major_Basins,New England Region,Phosphorus_Conc_Class,10 - 100,53,93.03156965,3.828759175,85.52733956,100,34189.80235,3570.219004,27192.30168,41187.30301
Major_Basins,New England Region,Phosphorus_Conc_Class,100 - 1000,3,3.515655522,2.097203362,0,7.62609858,1292.029876,774.913568,0,2810.83256
Major_Basins,New England Region,Phosphorus_Conc_Class,Total,57,100,0,100,100,36750.75297,3151.891074,30573.15998,42928.34596
Major_Basins,Ohio-Tennessee Region,Phosphorus_Conc_Class,< 10,1,1.691114648,1.37305738,0,4.382257662,2490.592212,2029.308051,0,6467.962906
Major_Basins,Ohio-Tennessee Region,Phosphorus_Conc_Class,10 - 100,66,74.79129959,4.470471001,66.02933744,83.55326175,110149.0242,10339.25721,89884.45241,130413.5959
Major_Basins,Ohio-Tennessee Region,Phosphorus_Conc_Class,100 - 1000,22,23.51758576,4.298153332,15.09336003,31.94181149,34635.56772,6765.332347,21375.75998,47895.37547
Major_Basins,Ohio-Tennessee Region,Phosphorus_Conc_Class,Total,89,100,0,100,100,147275.1841,10531.72479,126633.3828,167916.9854
Major_Basins,Pacific Northwest Region,Phosphorus_Conc_Class,< 10,3,1.615175145,0.95368651,0,3.484366357,2003.768248,1147.140716,0,4252.122737
Major_Basins,Pacific Northwest Region,Phosphorus_Conc_Class,10 - 100,78,82.94411583,4.306880369,74.50278542,91.38544624,102899.5439,9574.831921,84133.21814,121665.8696
Major_Basins,Pacific Northwest Region,Phosphorus_Conc_Class,100 - 1000,21,15.44070903,4.185637507,7.237010262,23.64440779,19155.57119,5407.849715,8556.38052,29754.76187
Major_Basins,Pacific Northwest Region,Phosphorus_Conc_Class,Total,102,100,0,100,100,124058.8833,9256.962259,105915.5707,142202.1959
Major_Basins,Rio Grande-Texas-Gulf Region,Phosphorus_Conc_Class,10 - 100,19,24.41153853,8.585234215,7.584788667,41.23828839,8969.581453,2412.010375,4242.127988,13697.03492
Major_Basins,Rio Grande-Texas-Gulf Region,Phosphorus_Conc_Class,100 - 1000,26,66.86234726,10.46023746,46.36065857,87.36403595,24567.36879,8328.448844,8243.909013,40890.82857
Major_Basins,Rio Grande-Texas-Gulf Region,Phosphorus_Conc_Class,> 1000,3,8.726114216,5.396497415,0,19.30305479,3206.253966,1984.94832,0,7096.681185
Major_Basins,Rio Grande-Texas-Gulf Region,Phosphorus_Conc_Class,Total,48,100,0,100,100,36743.20421,8050.594005,20964.32991,52522.07852
Major_Basins,Souris-Red-Rainy Region,Phosphorus_Conc_Class,10 - 100,5,54.1317489,11.63825558,31.32118713,76.94231068,7283.088994,1613.670555,4120.352822,10445.82517
Major_Basins,Souris-Red-Rainy Region,Phosphorus_Conc_Class,100 - 1000,5,42.33097793,12.75054688,17.34036526,67.32159061,5695.368905,2435.951693,920.9913189,10469.74649
Major_Basins,Souris-Red-Rainy Region,Phosphorus_Conc_Class,> 1000,1,3.537273164,3.258662836,0,9.924134961,475.9180291,413.9611208,0,1287.266917
Major_Basins,Souris-Red-Rainy Region,Phosphorus_Conc_Class,Total,11,100,0,100,100,13454.37593,2599.357078,8359.729671,18549.02218
Major_Basins,South-Atlantic Region,Phosphorus_Conc_Class,< 10,2,2.587540175,1.835330495,0,6.184721844,3147.37488,2212.782582,0,7484.349047
Major_Basins,South-Atlantic Region,Phosphorus_Conc_Class,10 - 100,49,75.35266665,7.685986975,60.28840899,90.41692431,91655.80982,11494.12997,69127.72904,114183.8906
Major_Basins,South-Atlantic Region,Phosphorus_Conc_Class,100 - 1000,9,22.05979318,7.570062657,7.222743006,36.89684334,26832.60325,10550.35541,6154.286623,47510.91987
Major_Basins,South-Atlantic Region,Phosphorus_Conc_Class,Total,60,100,0,100,100,121635.7879,13274.17949,95618.87423,147652.7017
Major_Basins,Upper Colorado Region,Phosphorus_Conc_Class,10 - 100,25,82.38054649,6.391157344,69.85410828,94.9069847,19473.01163,2403.580813,14762.0798,24183.94345
Major_Basins,Upper Colorado Region,Phosphorus_Conc_Class,100 - 1000,9,17.61945351,6.391157344,5.093015296,30.14589172,4164.864615,1480.165776,1263.793003,7065.936228
Major_Basins,Upper Colorado Region,Phosphorus_Conc_Class,Total,34,100,0,100,100,23637.87624,1929.6302,19855.87055,27419.88194
Major_Basins,Upper Mississippi Region,Phosphorus_Conc_Class,10 - 100,29,38.81622611,5.301986071,28.42452436,49.20792785,31154.33203,4836.804063,21674.37026,40634.29379
Major_Basins,Upper Mississippi Region,Phosphorus_Conc_Class,100 - 1000,48,60.16644004,5.362199596,49.65672195,70.67615813,48290.24967,5618.111862,37278.95276,59301.54658
Major_Basins,Upper Mississippi Region,Phosphorus_Conc_Class,> 1000,1,1.017333853,0.845498786,0,2.674481023,816.5233932,674.703004,0,2138.916981
Major_Basins,Upper Mississippi Region,Phosphorus_Conc_Class,Total,78,100,0,100,100,80261.10509,5896.882948,68703.42689,91818.78329
Land_Owner,BLM,Phosphorus_Conc_Class,10 - 100,12,47.7289425,16.78535686,14.83024759,80.62763741,8522.512576,3092.819573,2460.697603,14584.32755
Land_Owner,BLM,Phosphorus_Conc_Class,100 - 1000,12,52.2710575,16.78535686,19.37236259,85.16975241,9333.555733,3845.162441,1797.175835,16869.93563
Land_Owner,BLM,Phosphorus_Conc_Class,Total,24,100,0,100,100,17856.06831,3509.973183,10976.64728,24735.48933
Land_Owner,DOD,Phosphorus_Conc_Class,10 - 100,3,78.70951388,15.07556457,49.16195028,100,2266.138389,842.6350754,614.6039895,3917.672789
Land_Owner,DOD,Phosphorus_Conc_Class,100 - 1000,2,21.29048612,15.07556457,0,50.83804972,612.9778416,328.6254953,0,1257.071977
Land_Owner,DOD,Phosphorus_Conc_Class,Total,5,100,0,100,100,2879.116231,533.9609942,1832.571913,3925.660549
Land_Owner,FWS,Phosphorus_Conc_Class,10 - 100,1,25.21312874,21.58108532,0,67.51127872,1018.088212,846.5722951,0,2677.339421
Land_Owner,FWS,Phosphorus_Conc_Class,100 - 1000,3,74.78687126,21.58108532,32.48872128,100,3019.840689,1336.953592,399.4597992,5640.221579
Land_Owner,FWS,Phosphorus_Conc_Class,Total,4,100,0,100,100,4037.928902,1097.851467,1886.179566,6189.678237
Land_Owner,Local Government,Phosphorus_Conc_Class,10 - 100,9,47.92170432,17.21191834,14.18696428,81.65644437,2132.00887,620.9960408,914.8789961,3349.138745
