"Type","Subpopulation","Response","Stressor","NResp","Estimate","StdError.log","LCB95Pct","UCB95Pct","WeightTotal","CellCounts.11","CellCounts.12","CellCounts.21","CellCounts.22","CellProportions.11","CellProportions.12","CellProportions.21","CellProportions.22"
"Major_Basins","Great Lakes Region","Fish_MMI","Total_Phosphorus",101,0.187199448439005,0.186697612001082,-0.171928956453884,0.436275780217182,89511.7689727456,34,17,21,29,0.267220577752779,0.198804066099309,0.207932820239104,0.326042535908808
"Major_Basins","Lower Colorado Region","Fish_MMI","Total_Phosphorus",21,-0.0247449912659194,0.130634709948836,-0.323769196268774,0.206733092079459,2269.18337819229,8,9,3,1,0.322208257727725,0.443566501952859,0.11254002693267,0.121685213386746
"Major_Basins","Lower Mississippi Region","Fish_MMI","Total_Phosphorus",55,0.932884626553503,0.682726954432138,0.744164829426175,0.98239306447679,63842.5124190699,29,2,12,12,0.548890938505031,0.0148217834593901,0.0593485871229722,0.376938690912606
"Major_Basins","Mid-Atlantic Region","Fish_MMI","Total_Phosphorus",123,0.197223485131202,0.195755841385326,-0.178208992363458,0.453025620240648,73468.5985754318,62,30,15,16,0.361212905370038,0.187695321126369,0.212836677113502,0.238255096390091
"Major_Basins","Missouri Region","Fish_MMI","Total_Phosphorus",294,0.172170170416879,0.223528009153175,-0.28294623867487,0.465837144153871,115536.46607011,92,36,85,81,0.313404666882328,0.120273121674998,0.351583357471708,0.214738853970965
"Major_Basins","New England Region","Fish_MMI","Total_Phosphorus",120,0.0113875994886397,0.211596033625743,-0.49670746248161,0.346996989762892,51009.5692352192,34,29,13,44,0.101183304122439,0.147975017936355,0.298076142678664,0.452765535262542
"Major_Basins","Ohio-Tennessee Region","Fish_MMI","Total_Phosphorus",150,0.582637835887215,0.295389565037936,0.255355254608232,0.766074793234103,171214.135311066,59,16,44,31,0.233505803615232,0.0371869077686071,0.437339217444036,0.291968071172125
"Major_Basins","Pacific Northwest Region","Fish_MMI","Total_Phosphorus",119,-0.418629346135038,0.137646925491149,-0.857950823874446,-0.0831875611857009,72874.1555562942,17,18,36,48,0.083441212120887,0.186142763808866,0.429834358949744,0.300581665120503
"Major_Basins","Rio Grande-Texas-Gulf Region","Fish_MMI","Total_Phosphorus",64,-0.154042822035029,0.206057484401683,-0.728296986932883,0.229406262257001,38151.8690251261,27,18,7,12,0.402341962471023,0.238658701380042,0.275033890185836,0.0839654459630995
"Major_Basins","Souris-Red-Rainy Region","Fish_MMI","Total_Phosphorus",24,0.235198868237336,0.232626043789554,-0.206591244022979,0.51522872883179,20645.3065663354,15,5,2,2,0.520044943183889,0.216787671423097,0.0952594580275,0.167907927365514
"Major_Basins","South-Atlantic Region","Fish_MMI","Total_Phosphorus",129,-0.27050707547433,0.107232334360023,-0.567665556506144,-0.0296764014053319,151509.914549484,38,31,31,29,0.262671483796048,0.275925568075451,0.334100327022054,0.127302621106447
"Major_Basins","Upper Colorado Region","Fish_MMI","Total_Phosphorus",50,0.117424054623142,0.111052310964438,-0.0971853118992554,0.290055844796637,19202.6525595686,19,14,6,11,0.311719844452603,0.339860130462443,0.0972897850662655,0.251130240018688
"Major_Basins","Upper Mississippi Region","Fish_MMI","Total_Phosphorus",151,-0.212893315744128,0.149470659062097,-0.62574436855363,0.0951159211545779,107601.585331669,55,16,59,21,0.196872528898944,0.163022681535397,0.429662939306974,0.210441850258685
"Land_Owner","BLM","Fish_MMI","Total_Phosphorus",34,-0.292511190253168,0.406344431857796,-1.86625825988163,0.417154692473996,12989.3061159189,14,7,8,5,0.310021520891709,0.0833531428876688,0.526039855956184,0.0805854802644383
"Land_Owner","DOD","Fish_MMI","Total_Phosphorus",12,-0.791282351807782,0.386514511404004,-2.8209010924389,0.16022624342524,5625.61600466167,3,3,4,2,0.194321027014688,0.218391408232565,0.510269820282877,0.0770177444698695
"Land_Owner","FWS","Fish_MMI","Total_Phosphorus",8,0,NA,NA,NA,3078.74425697895,5,0,2,1,0.582764823787172,0,0.282333719823008,0.13490145638982
"Land_Owner","Local Government","Fish_MMI","Total_Phosphorus",15,0.239834208499558,0.501336783632445,-1.03070559674489,0.715442735030741,3401.98069195731,8,1,3,3,0.492646520357046,0.1173441351808,0.254289761497371,0.135719582964782
"Land_Owner","Native American","Fish_MMI","Total_Phosphorus",20,-0.450198150419218,0.172484201405296,-1.03350931111055,-0.0342095135678437,2995.56411260101,9,6,5,0,0.463822176445395,0.22573876369987,0.310439059854736,0
"Land_Owner","Non-Governmental Organization","Fish_MMI","Total_Phosphorus",6,0.103897766567489,0.146587611071839,-0.194354253367057,0.327670822539491,1231.57725770816,1,2,0,3,0.0120514808015548,0.0930207322672642,0,0.894927786931181
"Land_Owner","NPS","Fish_MMI","Total_Phosphorus",20,-0.83731589217453,0.371766472097175,-2.80743086607157,0.113383852161683,6664.08057257811,7,6,4,3,0.0854363446281667,0.373739288595216,0.47156124476101,0.0692631220156064
"Land_Owner","Other Fed","Fish_MMI","Total_Phosphorus",18,0.914072288608261,1.18107943634941,0.130098892459699,0.991512171301978,10121.639394596,4,1,5,8,0.0621072517094992,0.000955254104529323,0.761608120128599,0.175329374057372
"Land_Owner","Private","Fish_MMI","Total_Phosphorus",1220,0.131408372968034,0.0698242397077917,0.00402109711666998,0.242502614898847,844673.272059439,434,201,284,301,0.287703957292475,0.15253023922553,0.31340292970338,0.246362873778615
"Land_Owner","Regional Agency","Fish_MMI","Total_Phosphorus",4,0.27981167130638,0.401972768506662,-0.583455707745254,0.672443487841496,1083.83697839321,2,1,0,1,0.927826405079224,0.0508713186136414,0,0.0213022763071344
"Land_Owner","State","Fish_MMI","Total_Phosphorus",85,0.231116653936982,0.174406351146813,-0.0822196357081117,0.453732329051446,49787.1650784001,22,18,21,24,0.257323350502169,0.158566300798086,0.246801520371526,0.337308828328219
"Land_Owner","USFS","Fish_MMI","Total_Phosphorus",104,0.10707801696565,0.139831069945037,-0.17445920908994,0.321126130550067,95262.7834410361,19,24,17,44,0.149637030555267,0.215742957287856,0.189093677446404,0.445526334710472
"FS_East_West","East","Fish_MMI","Total_Phosphorus",19,0.303258392037305,0.404079403297126,-0.538242329504577,0.684413268992025,24061.7838181233,1,4,3,11,0.0103584497790668,0.0154038367297916,0.131472684238865,0.842765029252277
"FS_East_West","West","Fish_MMI","Total_Phosphorus",85,0.00740186693434142,0.122918284630559,-0.262995163812725,0.219909084377521,71200.9996229128,18,20,14,33,0.196705064977266,0.283445891722921,0.208566211389582,0.311282831910231
"Mississippi_Basins","Arkansas-White-Red Region","Fish_MMI","Total_Phosphorus",93,0.47471617788269,0.206006411623439,0.213412571782721,0.649214971050934,42810.8869853397,29,16,16,32,0.336885019363702,0.133027545398275,0.124187295007811,0.405900140230212
"Mississippi_Basins","Upper Mississippi Region","Fish_MMI","Total_Phosphorus",151,-0.212893315744128,0.149470659062097,-0.62574436855363,0.0951159211545779,107601.585331669,55,16,59,21,0.196872528898944,0.163022681535397,0.429662939306974,0.210441850258685
"Mississippi_Basins","Lower Mississippi Region","Fish_MMI","Total_Phosphorus",55,0.932884626553503,0.682726954432138,0.744164829426175,0.98239306447679,63842.5124190699,29,2,12,12,0.548890938505031,0.0148217834593901,0.0593485871229722,0.376938690912606
"Mississippi_Basins","Upper Missouri Region","Fish_MMI","Total_Phosphorus",184,0.0903987941186984,0.196841798297781,-0.337836590392483,0.381557987214275,50981.401124921,50,31,47,56,0.301177006533413,0.213653669831402,0.24258136063135,0.242587963003835
"Mississippi_Basins","Lower Missouri Region","Fish_MMI","Total_Phosphorus",110,0.473866911480359,0.354372060781866,-0.0537501766891231,0.737303933172309,64555.0649451893,42,5,38,25,0.323061279536914,0.0465272244805849,0.437666061114775,0.192745434867726
"Mississippi_Basins","Ohio Region","Fish_MMI","Total_Phosphorus",123,0.504509156370349,0.294112109958997,0.118171125374238,0.721588640171241,134331.825452102,50,16,31,26,0.255205330744104,0.0473969905274954,0.428681289254468,0.268716389473932
"Mississippi_Basins","Tennessee Region","Fish_MMI","Total_Phosphorus",27,0,NA,NA,NA,36882.3098589642,9,0,13,5,0.154472329252716,0,0.468872906705508,0.376654764041776
"Stream_Size","SmallStreams","Fish_MMI","Total_Phosphorus",426,0.0588006097799622,0.0840914736482563,-0.1098401431283,0.201816317750399,636188.953982225,122,71,110,123,0.268013771283937,0.16504896186343,0.327055861437619,0.239881405415014
"Stream_Size","LargeStreams","Fish_MMI","Total_Phosphorus",403,0.18609631263419,0.109715884238735,-0.00916770983620907,0.343578667994463,280484.599758904,107,64,107,125,0.226524370788463,0.141612088589037,0.300848680580676,0.331014860041823
"Stream_Size","RiversMajor","Fish_MMI","Total_Phosphorus",343,0.120739737090892,0.0590474243845783,0.0128601031974634,0.21682973970037,49387.4636890781,142,77,64,60,0.392893735634824,0.218793994835705,0.200299484392801,0.18801278513667
"Stream_Size","RiversOther","Fish_MMI","Total_Phosphorus",374,0.421693434724972,0.101088813807885,0.294974091263425,0.525636605270972,70854.5485340606,157,58,72,87,0.406920994407006,0.110278588703935,0.22437750028117,0.258422916607889
"National","National","Fish_MMI","Total_Nitrogen",1546,0.168270656614549,0.0471247504321743,0.0877903043426145,0.241650572295369,1036915.56596427,465,333,251,497,0.231610122937058,0.198147128128473,0.21404179981366,0.356200949120808
"WSA3_Ecoregions","Eastern Highlands","Fish_MMI","Total_Nitrogen",451,0.200363255406387,0.0980427510087511,0.0309484436415539,0.340160057420356,373699.13844022,178,89,67,117,0.212286339562349,0.162665757461951,0.245178847901733,0.379869055073967
"WSA3_Ecoregions","Plains and Lowlands","Fish_MMI","Total_Nitrogen",796,0.172241555516343,0.0687920536341234,0.0527611057268915,0.276651279253267,506975.053470985,238,151,162,245,0.277058703833649,0.188126320367504,0.234378698470291,0.300436277328556
"WSA3_Ecoregions","West","Fish_MMI","Total_Nitrogen",299,0.111071645811353,0.0503105466828385,0.0189499277190069,0.194543029752503,156241.374053062,49,93,22,135,0.130356433716929,0.315527414306501,0.0735784400859704,0.4805377118906
"WSA9_Ecoregions","Coastal Plains","Fish_MMI","Total_Nitrogen",194,0.1755710590645,0.0782703870186875,0.0388811318488779,0.29282100146518,186754.180358058,52,63,16,63,0.326745618770275,0.317044497466247,0.0759128839029741,0.280296999860504
"WSA9_Ecoregions","Northern Appalachians","Fish_MMI","Total_Nitrogen",237,0.321712824183638,0.161070448524663,0.0699270355237113,0.505336129046609,131855.218828021,97,56,26,58,0.266650423662986,0.17245898782185,0.154321688416212,0.406568900098952
"WSA9_Ecoregions","Northern Plains","Fish_MMI","Total_Nitrogen",142,0.442560636174919,0.148812600543546,0.253779546598779,0.583583319211655,21411.5865651114,33,21,20,68,0.187148314058122,0.115899949370534,0.126773180618719,0.570178555952625
"WSA9_Ecoregions","Southern Appalachians","Fish_MMI","Total_Nitrogen",214,0.114566841338081,0.123216317895862,-0.12729531429446,0.304537268525151,241843.9196122,81,33,41,59,0.182646610695199,0.157326410770051,0.294714890260233,0.365312088274517
"WSA9_Ecoregions","Southern Plains","Fish_MMI","Total_Nitrogen",117,0.0296512292725055,0.168701691848098,-0.350600793255786,0.302846006344647,34466.2183223394,31,25,27,34,0.239878972212655,0.167010120588591,0.337122475098765,0.255988432099989
"WSA9_Ecoregions","Temporate Plains","Fish_MMI","Total_Nitrogen",200,0.479164441508652,0.222387025673646,0.194627481576232,0.663174900082376,174090.313618745,80,22,51,47,0.29950809204939,0.0672837600834497,0.348291425048243,0.284916722818918
"WSA9_Ecoregions","Upper Midwest","Fish_MMI","Total_Nitrogen",143,-0.0284671908934209,0.137281936553749,-0.345999932424076,0.214156897586718,90252.7546067307,42,20,48,33,0.166470486210464,0.179658849920603,0.328845249437563,0.325025414431369
"WSA9_Ecoregions","Western Mountains","Fish_MMI","Total_Nitrogen",177,0.0980814910003504,0.0579462935563518,-0.0103951991597591,0.194912052677389,127511.268320485,26,56,13,82,0.126221307105866,0.328587008138875,0.0727377907809484,0.472453893974311
"WSA9_Ecoregions","Xeric","Fish_MMI","Total_Nitrogen",122,0.180898755958443,0.105318343647489,-0.0068962471398013,0.333668339815281,28730.1057325776,23,37,9,53,0.148709141630724,0.257565728094256,0.077309448251894,0.516415682023126
"Std_Fed_Regions","Region_1","Fish_MMI","Total_Nitrogen",124,0.331209341503114,0.213283327724291,-0.0158680370983193,0.559705661996915,52446.0361625691,32,32,15,45,0.129206620806656,0.119974754329443,0.150873621313883,0.599945003550018
"Std_Fed_Regions","Region_2","Fish_MMI","Total_Nitrogen",85,0.158180307387914,0.148051978106894,-0.125229613215988,0.370208189914143,46469.9102256161,54,15,10,6,0.445042014639801,0.212511225746101,0.171045821026222,0.171400938587876
"Std_Fed_Regions","Region_3","Fish_MMI","Total_Nitrogen",116,-0.325160602909381,0.142746193994525,-0.752969243983232,-0.00175780580891383,123183.457803531,43,25,23,25,0.101659441682245,0.203918446134959,0.394763342184275,0.299658769998521
"Std_Fed_Regions","Region_4","Fish_MMI","Total_Nitrogen",196,0.237163926367298,0.104456615427983,0.0638512658409357,0.37839057619611,218987.640210357,57,48,20,71,0.291523801588169,0.216495147528849,0.149829762072174,0.342151288810808
"Std_Fed_Regions","Region_5","Fish_MMI","Total_Nitrogen",251,0.194989098781572,0.145031493452994,-0.069677331899042,0.394170062545863,212106.715430238,95,30,68,58,0.262531542532263,0.149005995375116,0.287696342543582,0.300766119549039
"Std_Fed_Regions","Region_6","Fish_MMI","Total_Nitrogen",165,0.321273334036627,0.115849372667461,0.148261895268858,0.459141390374721,107780.683771429,48,53,14,50,0.321842478212719,0.241712828751381,0.0462285818218504,0.39021611121405
"Std_Fed_Regions","Region_7","Fish_MMI","Total_Nitrogen",157,0.189312476928015,0.250053068262408,-0.323424123156069,0.503398609285372,97369.7925451217,45,17,55,40,0.219365842810458,0.0826867655799476,0.442958367115124,0.254989024494471
"Std_Fed_Regions","Region_8","Fish_MMI","Total_Nitrogen",285,0.122239273802994,0.072043831008195,-0.0108808405969349,0.237829166888821,107047.250455575,77,62,37,109,0.20774427642009,0.312576232914653,0.107857516832413,0.371821973832844
"Std_Fed_Regions","Region_9","Fish_MMI","Total_Nitrogen",67,0.0624829879170559,0.0662995994899511,-0.0676120784261525,0.176725174146924,15616.4527243387,7,28,1,31,0.0385474947953864,0.253593297062013,0.0355475444793072,0.672311663663294
"Std_Fed_Regions","Region_10","Fish_MMI","Total_Nitrogen",100,0.0244330025471245,0.0540716633762516,-0.0846334237819695,0.122532142518104,55907.626635492,7,23,8,62,0.0316002027663487,0.243904637132581,0.0609267719528568,0.663568388148213
"Major_Basins","Arkansas-White-Red Region","Fish_MMI","Total_Nitrogen",93,0.212532569188222,0.130222333760465,-0.0164313511915515,0.3899194924848,42810.8869853397,21,24,10,38,0.217505619317014,0.252406945444964,0.100388736908961,0.429698698329062
"Major_Basins","California Region","Fish_MMI","Total_Nitrogen",33,0.019387392008674,0.069963048438724,-0.124734786764872,0.145041926090462,12200.5573919358,2,10,1,20,0.0233990095846799,0.245707540420871,0.0455000972491923,0.685393352745256
"Major_Basins","Great Basin Region","Fish_MMI","Total_Nitrogen",19,-0.0810535716616845,0.151947274748416,-0.456079108397207,0.197380954054813,5066.40403667994,3,8,2,6,0.0310267925982724,0.193548572155013,0.171748697699516,0.603675937547198
"Major_Basins","Great Lakes Region","Fish_MMI","Total_Nitrogen",101,0.267934828637484,0.245089761767554,-0.183506176707447,0.547176495003199,89511.7689727456,39,12,24,26,0.311571029936723,0.154453613915365,0.235698790817222,0.29827656533069
"Major_Basins","Lower Colorado Region","Fish_MMI","Total_Nitrogen",21,0.246814687811539,0.154713601601222,-0.0199862064547962,0.443827660701243,2269.18337819229,5,12,0,4,0.446576549060315,0.319198210620269,0,0.234225240319416
"Major_Basins","Lower Mississippi Region","Fish_MMI","Total_Nitrogen",55,0.451719403382813,0.228136971104056,0.142580377090799,0.649399658469523,63842.5124190699,16,15,6,18,0.381935239275446,0.181777482688976,0.0299265824220677,0.406360695613511
"Major_Basins","Mid-Atlantic Region","Fish_MMI","Total_Nitrogen",123,0.075060943399521,0.0941024173417084,-0.112277728457226,0.230846544404324,73468.5985754318,67,25,15,16,0.241109657537294,0.307798568959113,0.152637569116627,0.298454204386966
"Major_Basins","Missouri Region","Fish_MMI","Total_Nitrogen",294,-0.0972759993569334,0.0887792133448777,-0.305824712868935,0.07796612600515,115536.46607011,79,49,60,106,0.188588768513828,0.245089020043498,0.296371425611501,0.269950785831172
"Major_Basins","New England Region","Fish_MMI","Total_Nitrogen",120,0.350796838901358,0.223487926254009,-0.00603686114693813,0.581064312196298,51009.5692352192,32,31,14,43,0.132845174128437,0.116313147930358,0.14808214969894,0.602759528242266
"Major_Basins","Ohio-Tennessee Region","Fish_MMI","Total_Nitrogen",150,0.0374556452750642,0.154295045007701,-0.302437618923012,0.288647977183766,171214.135311066,48,27,32,43,0.136596554874892,0.134096156508947,0.34874510290598,0.380562185710181
"Major_Basins","Pacific Northwest Region","Fish_MMI","Total_Nitrogen",119,0.0915408020782803,0.0739197734657944,-0.0500888609925652,0.21406830893484,72874.1555562942,8,27,8,76,0.0478421116421009,0.221741864287652,0.0467418276403188,0.683674196429928
"Major_Basins","Rio Grande-Texas-Gulf Region","Fish_MMI","Total_Nitrogen",64,0.212180600298133,0.127695178212638,-0.0118613410535848,0.386616148512643,38151.8690251261,21,24,4,15,0.300012034724837,0.340988629126228,0.0247532741101064,0.334246062038829
"Major_Basins","Souris-Red-Rainy Region","Fish_MMI","Total_Nitrogen",24,0.399369135297528,0.330830376198868,-0.148711509112793,0.685946007529889,20645.3065663354,13,7,1,3,0.568164655131246,0.16866795947574,0.0507202902186703,0.212447095174344
"Major_Basins","South-Atlantic Region","Fish_MMI","Total_Nitrogen",129,0.2020900365794,0.133573161411769,-0.0366963494018335,0.385875806263606,151509.914549484,36,33,10,50,0.313790736301743,0.224806315569756,0.163102123638276,0.298300824490225
"Major_Basins","Upper Colorado Region","Fish_MMI","Total_Nitrogen",50,0.0773001694337015,0.103468198419402,-0.130141260746591,0.246664990565301,19202.6525595686,16,17,5,12,0.305242955097436,0.346337019817611,0.118693031082268,0.229726994002685
"Major_Basins","Upper Mississippi Region","Fish_MMI","Total_Nitrogen",151,0.0188677630784088,0.22127221603767,-0.513821947086562,0.364112491446313,107601.585331669,59,12,59,21,0.2545196802141,0.105375530220241,0.447054661602342,0.193050127963317
"Land_Owner","BLM","Fish_MMI","Total_Nitrogen",34,0.689990009772468,0.354495062663239,0.37895590924564,0.845250610268045,12989.3061159189,12,9,2,11,0.312222542418499,0.0811521213608791,0.0223238208177597,0.584301515402862
"Land_Owner","DOD","Fish_MMI","Total_Nitrogen",12,0.0311574828096181,0.0365611026639793,-0.040816231383435,0.0981541267201892,5625.61600466167,1,5,0,6,0.0214265641672193,0.391285871080035,0,0.587287564752746
"Land_Owner","FWS","Fish_MMI","Total_Nitrogen",8,-0.34149772633379,0.248727045438877,-1.18427233813035,0.176102668910268,3078.74425697895,3,2,2,1,0.0994826765961042,0.483282147191068,0.282333719823008,0.13490145638982
"Land_Owner","Local Government","Fish_MMI","Total_Nitrogen",15,0,NA,NA,NA,3401.98069195731,9,0,3,3,0.609990655537847,0,0.254289761497371,0.135719582964782
"Land_Owner","Native American","Fish_MMI","Total_Nitrogen",20,-0.16558823847177,0.153154622801132,-0.573658919796034,0.136664289463809,2995.56411260101,6,9,3,2,0.330964895634922,0.358596044510342,0.222878131145808,0.087560928708928
"Land_Owner","Non-Governmental Organization","Fish_MMI","Total_Nitrogen",6,-1.26117882446906,0.63530667182826,-6.85432611120557,0.349030126348741,1231.57725770816,1,2,1,2,0.0120514808015548,0.0930207322672642,0.596425803263785,0.298501983667396
"Land_Owner","NPS","Fish_MMI","Total_Nitrogen",20,-0.306756681026936,0.275395678163113,-1.24187789806439,0.238311317095875,6664.08057257811,7,6,3,4,0.0854363446281667,0.373739288595216,0.291696842364804,0.249127524411813
"Land_Owner","Other Fed","Fish_MMI","Total_Nitrogen",18,0.672621496323968,0.728014211065402,-0.3637569577027,0.921410714670376,10121.639394596,4,1,1,12,0.0441195274491493,0.0189429783648792,0.0383365134739554,0.898600980712016
"Land_Owner","Private","Fish_MMI","Total_Nitrogen",1220,0.161751537941944,0.0567802340139922,0.0630763791573957,0.250034401405344,844673.272059439,395,240,218,367,0.255270765655261,0.184963430862744,0.243508149065463,0.316257654416532
"Land_Owner","Regional Agency","Fish_MMI","Total_Nitrogen",4,0.27981167130638,0.401972768506662,-0.583455707745254,0.672443487841496,1083.83697839321,2,1,0,1,0.927826405079224,0.0508713186136414,0,0.0213022763071344
"Land_Owner","State","Fish_MMI","Total_Nitrogen",85,0.296600852374252,0.151866196157086,0.0527369910557319,0.477684279646838,49787.1650784001,18,22,13,32,0.204357979970978,0.211531671329277,0.072546868923756,0.511563479775989
"Land_Owner","USFS","Fish_MMI","Total_Nitrogen",104,0.0169164118427761,0.0580560933696385,-0.101559302069064,0.122649738884881,95262.7834410361,7,36,5,56,0.0501769538789975,0.315203033964126,0.0723067585316245,0.562313253625252
"FS_East_West","East","Fish_MMI","Total_Nitrogen",19,-0.145437574810212,0.0887535560387033,-0.363071349504603,0.0374478648796001,24061.7838181233,0,5,2,12,0,0.0257622865088584,0.126971192501966,0.847266520989176
